Year,Country,GDP_per_capita,Education_Attainment,Life_Expectancy,Unemployment_Rate,Happiness Score
2017,Denmark,57521.5514992225,29.7281112670898,81.1024390243903,5.833,7.555
2016,Denmark,54500.9260410217,30.9799995422363,80.8536585365854,5.989,7.522
2015,Denmark,53094.0133607574,30.3799991607666,80.7024390243902,6.278,7.526
2023,Dominican Republic,10717.6276712204,18.7137393951416,72.58098800992877,5.555,5.823
2022,Dominican Republic,10109.5234003521,17.6953067779541,74.17,5.504,5.569
2021,Dominican Republic,8472.47982000992,12.9000816345215,72.615,7.702,5.737
2020,Dominican Republic,7162.29175242114,12.8589019775391,72.889,6.126,5.545
2019,Dominican Republic,8164.22080932117,14.3608598709106,73.577,6.356,5.68919992446899
2018,Dominican Republic,7934.98141208525,12.7266597747803,73.232,5.861,5.425
2017,Dominican Republic,7499.69286187019,11.7243194580078,73.063,5.832,5.302
2016,Dominican Republic,7174.82349574,18.1200008392334,72.987,7.284,5.23
2015,Dominican Republic,6819.93225155181,11.742317199707,72.953,7.605,5.155
2023,"Congo, Dem. Rep.",627.502181690836,5.447084903717045,59.1165,4.484,3.295
2022,"Congo, Dem. Rep.",642.612265820033,5.447084903717045,59.743,4.522,3.207
2019,"Congo, Dem. Rep.",557.044161335917,5.447084903717045,60.276,4.591,4.31099987030029
2018,"Congo, Dem. Rep.",528.256019777898,7.4141697883606,59.942,4.618,4.418
2017,"Congo, Dem. Rep.",436.584534687385,5.447084903717045,59.411,4.601,4.245
2016,"Congo, Dem. Rep.",442.310472110228,3.48000001907349,59.066,4.521,4.28
2015,"Congo, Dem. Rep.",467.9145805459,5.447084903717045,58.49,4.439,4.272
2023,Ecuador,6609.80408154957,12.1050000190735,72.58098800992877,3.51,5.725
2022,Ecuador,6540.99824522101,12.1300001144409,77.894,3.761,5.559
2021,Ecuador,6075.8026572556,12.3999996185303,73.67,4.552,5.533
2020,Ecuador,5463.64509649315,11.9399995803833,72.153,6.127,5.764
2019,Ecuador,6205.05759479761,12.1050000190735,77.297,3.812,5.92519998550415
2018,Ecuador,6303.91892523596,12.1050000190735,77.094,3.53,6.028
2017,Ecuador,6233.32244797718,12.1599998474121,76.972,3.836,5.973
2016,Ecuador,5917.63771271481,11.7200002670288,76.763,4.597,6.008
2015,Ecuador,5976.1596805651,12.0799999237061,76.789,3.616,5.976
2023,"Egypt, Arab Rep.",3457.45691570455,0.0,72.58098800992877,7.334,3.977
2022,"Egypt, Arab Rep.",4233.30783744856,0.0,70.159,7.344,4.17
2021,"Egypt, Arab Rep.",3827.35415374308,0.0,70.221,7.441,4.288
2020,"Egypt, Arab Rep.",3511.11381026379,0.0,70.99,7.974,4.283
2019,"Egypt, Arab Rep.",2962.98892023003,0.0,71.358,7.851,4.15140008926392
2018,"Egypt, Arab Rep.",2484.70315630508,0.0,71.367,9.855,4.166
2017,"Egypt, Arab Rep.",2395.10333299491,6.17000007629395,71.302,11.767,4.419
2016,"Egypt, Arab Rep.",3270.6287768197,0.0,70.844,12.45,4.735
2015,"Egypt, Arab Rep.",3306.98159414141,0.0,70.483,13.052,4.362
2023,El Salvador,5391.06926181338,7.26999998092651,72.58098800992877,2.992,6.469
2022,El Salvador,5093.51833879776,7.26999998092651,71.475,2.999,6.122
2021,El Salvador,4642.60743101342,7.26999998092651,70.748,4.327,6.12
2020,El Salvador,3997.19279583709,8.43000030517578,71.061,5.008,6.061
2019,El Salvador,4320.11671534627,8.34000015258789,72.559,4.17,6.34829998016357
2018,El Salvador,4183.54620971358,7.26999998092651,72.555,4.006,6.253
2017,El Salvador,4020.12671373919,6.67000007629395,72.311,4.385,6.167
2016,El Salvador,3901.34014965811,7.11999988555908,72.025,4.418,6.003
2015,El Salvador,3790.34089108162,7.26999998092651,71.814,3.998,6.068
2023,Estonia,30133.304450454,31.7258358001709,78.8,6.378,6.448
2022,Estonia,28451.1477825175,32.6602210998535,77.9439024390244,5.571,6.455
2021,Estonia,27953.7670230126,31.7315711975098,76.9439024390244,6.178,6.341
2020,Estonia,23933.9939421065,30.8500003814697,78.5951219512195,6.956,6.189
2019,Estonia,24021.2501413306,33.4643707275391,78.6463414634147,4.514,6.02180004119873
2018,Estonia,23618.1361254581,33.57568359375,78.2439024390244,5.412,5.893
2017,Estonia,20851.5223496861,31.720100402832,78.0926829268293,5.807,5.739
2016,Estonia,18666.3736521706,30.4089946746826,77.6414634146342,6.882,5.611
2015,Estonia,17722.1557669523,29.775821685791,77.590243902439,6.412,5.517
2023,Eswatini,3610.60879677551,18.2514572143555,72.58098800992877,35.086,3.502
2021,Eswatini,3926.48687364215,14.4894857406616,57.066,34.153,4.396
2023,Ethiopia,1272.01628209211,3.8111032247543353,72.58098800992877,3.402,3.861
2022,Ethiopia,1011.0732858233,3.8111032247543353,65.645,3.409,4.091
2021,Ethiopia,910.947840320752,6.28919649124146,64.975,3.935,4.241
2020,Ethiopia,905.313175805855,3.8111032247543353,65.371,3.994,4.275
2019,Ethiopia,828.70897229725,3.8111032247543353,65.838,2.917,4.18620014190674
2018,Ethiopia,747.968143637014,3.8111032247543353,65.412,2.802,4.286
2017,Ethiopia,745.632449222154,3.8111032247543353,64.838,2.662,4.35
2016,Ethiopia,696.195884706786,1.33300995826721,64.392,2.554,4.46
2015,Ethiopia,621.845673808133,3.8111032247543353,63.649,2.443,4.508
2023,Finland,52925.6897638424,26.876838684082,81.7,7.151,7.741
2022,Finland,50438.4753952355,28.7976665496826,81.1878048780488,6.719,7.804
2021,Finland,53099.1351400148,28.2076778411865,81.8853658536585,7.617,7.821
2020,Finland,48828.6846862799,30.9471302032471,81.9317073170732,7.759,7.842
2019,Finland,48358.1807773701,25.9400005340576,81.9829268292683,6.695,7.80870008468628
2018,Finland,49654.2497035329,27.8136768341064,81.7341463414634,7.361,7.769
2017,Finland,46085.0174739036,24.3400001525879,81.6317073170732,8.64,7.632
2016,Finland,43451.2562442158,25.4359493255615,81.4292682926829,8.818,7.469
2015,Finland,42560.3456767103,23.0300006866455,81.4804878048781,9.376,7.413
2023,France,44690.9345395117,24.354621887207,83.1,7.335,6.609
2022,France,41082.8119320747,22.5577774047852,82.2292682926829,7.308,6.661
2021,France,43725.0999521245,22.9377460479736,82.3243902439024,7.874,6.687
2020,France,39169.8606000707,20.9787750244141,82.1756097560976,8.009,6.69
2019,France,40408.2848574751,19.7000007629395,82.8268292682927,8.415,6.66379976272583
2018,France,41418.1766484844,19.2230129241943,82.6756097560976,9.018,6.592
2017,France,38687.1626407164,18.0,82.5756097560976,9.409,6.489
2016,France,37024.2157133669,17.3999996185303,82.5731707317073,10.057,6.442
2015,France,36702.4323733379,17.6599998474121,82.3219512195122,10.354,6.478
2023,"Gambia, The",888.157407724123,9.04935646057129,72.58098800992877,6.479,4.485
2022,"Gambia, The",836.244875868476,1.88328003883362,62.906,6.076,4.279
2021,"Gambia, The",781.890925169531,1.88328003883362,62.083,6.269,5.164
2020,"Gambia, The",720.335143352133,1.88328003883362,62.612,5.892,5.051
2019,"Gambia, The",738.186751987483,1.88328003883362,63.755,4.538,4.75059986114502
2018,"Gambia, The",696.219806960615,1.39770996570587,63.04,4.127,4.516
2023,Georgia,8283.66960242964,34.5390701293945,72.58098800992877,11.537,5.185
2022,Georgia,6729.84659930283,34.0200004577637,71.587,11.647,5.109
2021,Georgia,5083.60695484577,34.2079086303711,71.694,11.791,4.973
2020,Georgia,4300.85701291207,33.1648941040039,72.765,11.73,4.891
2019,Georgia,4741.2832715876,33.6699981689453,73.47,11.565,4.67259979248047
2018,Georgia,4804.0546040444,34.8497581481934,73.341,12.667,4.519
2017,Georgia,4418.75206546679,34.0200004577637,73.57,13.939,4.34
2016,Georgia,4143.40125686315,32.8499984741211,73.569,16.604,4.286
2015,Georgia,4086.6223465965,34.6597900390625,73.297,16.506,4.252
2023,Germany,54343.2265084958,26.43326473236085,72.58098800992877,3.068,6.719
2022,Germany,49686.1154582583,29.2060985565186,80.7056097560976,3.12,6.892
2021,Germany,52265.6541620571,29.0407466888428,80.790243902439,3.594,7.034
2020,Germany,47379.765194548,28.3500003814697,81.0414634146342,3.881,7.155
2019,Germany,47623.8656074829,27.0112819671631,81.2926829268293,3.163,7.0757999420166
2018,Germany,48874.8595028454,25.1499996185303,80.8926829268293,3.384,6.985
2017,Germany,45526.5999576533,25.8552474975586,80.9926829268293,3.781,6.965
2016,Germany,42961.0356905775,25.5799999237061,80.990243902439,4.104,6.951
2015,Germany,41911.0109851054,24.7399997711182,80.6414634146341,4.612,6.994
2023,Ghana,2260.28741289427,4.72734594345093,72.58098800992877,3.063,4.289
2022,Ghana,2240.27945094566,6.22969007492065,63.945,3.084,4.605
2021,Ghana,2445.50081810782,4.72734594345093,63.795,3.384,4.872
2020,Ghana,2196.54789313621,4.72734594345093,64.114,3.313,5.088
2019,Ghana,2186.18924111824,4.72734594345093,64.74,3.16,5.14799976348877
2018,Ghana,2196.61290615342,4.72734594345093,64.122,3.253,4.996
2017,Ghana,2012.97025750655,3.49149990081787,64.013,3.369,4.657
2016,Ghana,1913.18673253576,4.72734594345093,63.89,5.232,4.12
2015,Ghana,1721.69964380717,4.72734594345093,63.175,6.806,4.276
2023,Greece,23400.7278817691,24.28804588317875,81.6,11.066,5.934
2022,Greece,20971.8349258283,28.9304580688477,80.6365853658537,12.426,5.931
2021,Greece,20654.7001960815,28.1758575439453,80.0829268292683,14.656,5.948
2020,Greece,17886.733165236,26.0400009155273,81.2878048780488,15.899,5.723
2019,Greece,19335.3602002969,24.4034461975098,81.6390243902439,17.045,5.5149998664856
2018,Greece,19873.4015238771,24.1726455688477,81.7878048780488,19.179,5.287
2017,Greece,18631.9930129293,23.5572547912598,81.2878048780488,21.413,5.358
2016,Greece,17919.2426377048,20.1399993896484,81.3878048780488,23.514,5.227
2015,Greece,17980.7298238137,22.9300003051758,81.0365853658537,24.981,5.033
2023,Guatemala,5762.82174615918,4.16229772567749,72.58098800992877,2.344,6.287
2022,Guatemala,5358.08963795,5.68784999847412,68.674,3.051,6.15
2021,Guatemala,4913.94712869347,4.241148948669435,69.237,2.174,6.262
2020,Guatemala,4477.61761796418,4.241148948669435,71.797,2.955,6.435
2019,Guatemala,4511.99755157656,4.32000017166138,73.129,2.193,6.39890003204346
2018,Guatemala,4352.94651790253,4.241148948669435,72.726,2.283,6.436
2017,Guatemala,4324.99607911366,4.241148948669435,72.551,2.462,6.382
2016,Guatemala,4060.13755621218,4.241148948669435,72.355,2.583,6.454
2015,Guatemala,3893.50521848131,3.78042006492615,72.103,2.506,6.324
2023,Guinea,1541.04050914957,7.1741099357605,72.58098800992877,5.244,5.023
2022,Guinea,1416.59612011764,7.1741099357605,58.985,5.267,5.072
2021,Guinea,1244.96550477914,7.1741099357605,58.892,5.827,4.891
2020,Guinea,1053.66097696415,7.1741099357605,59.327,6.018,4.984
2019,Guinea,1031.34146480732,22.7037582397461,59.72,5.018,4.94929981231689
2018,Guinea,933.273615633705,6.21000003814697,59.349,4.787,4.534
2017,Guinea,833.598621691121,7.1741099357605,59.109,4.826,3.964
2016,Guinea,711.996509782316,7.1741099357605,58.763,5.013,3.507
2015,Guinea,747.356966759448,7.1741099357605,58.134,5.224,3.607
2020,Haiti,1290.32538667383,4.53101015090942,64.052,15.546,3.615
2019,Haiti,1352.17204191532,4.53101015090942,64.255,14.057,3.72079992294312
2018,Haiti,1496.38048970156,4.53101015090942,64.019,13.878,3.597
2017,Haiti,1395.23945184461,4.53101015090942,63.854,13.881,3.582
2016,Haiti,1318.40268167953,4.53101015090942,63.392,13.852,3.603
2015,Haiti,1411.12684746796,4.53101015090942,63.237,13.724,4.028
2023,Honduras,3231.65724461936,9.57999992370605,72.58098800992877,6.07,5.968
2022,Honduras,3003.28996826399,9.57999992370605,70.728,8.774,6.023
2021,Honduras,2735.14751503977,9.57999992370605,70.123,8.506,6.022
2020,Honduras,2307.61494319511,9.57999992370605,71.462,10.982,5.919
2019,Honduras,2502.32744328073,9.63000011444092,72.881,5.698,5.95319986343384
2018,Honduras,2464.64241531918,9.57999992370605,72.814,5.648,5.86
2017,Honduras,2413.0076562942,5.9344277381897,72.692,5.528,5.504
2016,Honduras,2307.34468351082,10.5,72.588,6.727,5.181
2015,Honduras,2271.20265980349,9.35000038146973,72.487,6.147,4.871
2023,Hungary,22141.8669799276,22.17855072021485,76.9,4.107,6.017
2022,Hungary,18353.298364905,26.128345489502,76.0170731707317,3.609,6.041
2021,Hungary,18755.1023464312,25.8177375793457,74.1634146341463,4.045,6.086
2020,Hungary,16131.9540355923,24.0799999237061,75.5682926829269,4.25,5.992
2019,Hungary,16786.2136399075,22.5712108612061,76.3195121951219,3.419,6.00040006637573
2018,Hungary,16425.2050299693,21.7858905792236,76.0658536585366,3.708,5.758
2017,Hungary,14621.2395956755,20.772331237793,75.8170731707317,4.156,5.62
2016,Hungary,13104.6995457458,20.4099998474121,76.0634146341464,5.115,5.324
2015,Hungary,12717.038597002,20.6700000762939,75.5682926829269,6.813,5.145
2023,Iceland,79636.9548578508,35.53004455566405,82.6,3.518,7.525
2022,Iceland,75314.085560994,34.2301330566406,82.1707317073171,3.789,7.53
2021,Iceland,69325.9078287926,34.156925201416,83.1658536585366,6.029,7.557
2020,Iceland,59023.5663465778,36.6199989318848,83.0634146341463,5.478,7.554
2019,Iceland,68452.23622306,36.1399993896484,83.1634146341463,3.507,7.50449991226196
2018,Iceland,74452.1890731447,38.9894828796387,82.8609756097561,2.704,7.494
2017,Iceland,72010.1490316258,36.9775695800781,82.6609756097561,2.742,7.495
2016,Iceland,61987.9263620283,34.9200897216797,82.2048780487805,2.978,7.504
2015,Iceland,52951.6815110898,32.3081283569336,82.4682926829268,3.979,7.501
2023,India,2480.79208721621,13.2299995422363,72.58098800992877,4.172,4.054
2022,India,2352.61392452078,12.1400003433228,67.744,4.822,4.036
2021,India,2239.61384367482,12.078020095825199,67.24,6.38,3.777
2020,India,1907.04251637669,12.2200002670288,70.15,7.859,3.819
2019,India,2041.42863698585,12.0160398483276,70.91,6.51,3.57329988479614
2018,India,1966.25455171679,10.7799997329712,70.71,7.652,4.015
2017,India,1950.10468280866,12.078020095825199,70.467,7.618,4.19
2016,India,1707.50892912243,10.1431703567505,70.117,7.601,4.315
2015,India,1583.99815907985,12.078020095825199,69.636,7.631,4.404
2023,Indonesia,4876.31432703188,9.32683753967285,72.58098800992877,3.308,5.568
2022,Indonesia,4730.74548910499,9.48062133789062,68.25,3.462,5.277
2021,Indonesia,4287.17313989405,9.48564147949219,67.57,3.827,5.24
2020,Indonesia,3853.70288778903,10.5200004577637,68.808,4.255,5.345
2019,Indonesia,4106.94856173421,8.78998947143555,70.518,3.59,5.28560018539429
2018,Indonesia,3860.95353077708,9.36999988555908,70.338,4.387,5.192
2017,Indonesia,3798.88326177649,8.23369979858398,69.936,3.783,5.093
2016,Indonesia,3521.46943456251,8.78999996185303,69.798,4.301,5.262
2015,Indonesia,3288.22269737572,8.47999954223633,69.699,4.514,5.314
2023,"Iran, Islamic Rep.",4465.63766994952,17.3733730316162,72.58098800992877,9.041,4.923
2022,"Iran, Islamic Rep.",4405.09291519791,18.2504196166992,74.556,9.085,4.876
2021,"Iran, Islamic Rep.",4334.79268631354,17.7855739593506,73.875,9.282,4.888
2020,"Iran, Islamic Rep.",2988.78122414716,17.3704242706299,74.832,9.687,4.721
2019,"Iran, Islamic Rep.",3831.27894763337,17.3763217926025,76.103,10.74,4.67239999771118
2018,"Iran, Islamic Rep.",4631.78709016514,16.8688163757324,76.195,12.195,4.548
2017,"Iran, Islamic Rep.",5753.11544659399,0.0,75.971,12.232,4.707
2016,"Iran, Islamic Rep.",5477.03712389913,18.1800003051758,75.6,12.618,4.692
2015,"Iran, Islamic Rep.",4952.73355532178,3.10728645324707,75.124,11.166,4.813
2023,Iraq,5565.12644647176,10.672939300537099,72.58098800992877,15.447,5.166
2022,Iraq,6504.12428393548,10.672939300537099,71.336,15.511,4.941
2021,Iraq,4868.49431080783,10.9389886856079,70.378,16.173,4.941
2020,Iraq,4295.18945121228,10.672939300537099,69.123,15.778,4.854
2019,Iraq,5671.8568632942,10.672939300537099,71.576,14.109,4.78480005264282
2018,Iraq,5646.68932074742,10.4068899154663,71.514,13.49,4.437
2017,Iraq,4759.2846435467,10.672939300537099,70.413,13.02,4.456
2016,Iraq,4334.42096404188,10.672939300537099,68.988,10.82,4.497
2015,Iraq,4440.14189252367,10.672939300537099,69.44,10.842,4.575
2023,Ireland,103887.800388081,35.06053733825685,72.58098800992877,4.288,6.838
2022,Ireland,106194.755859223,37.2724380493164,83.0560975609756,4.501,6.911
2021,Ireland,105561.137468992,37.7408866882324,82.3536585365854,6.364,7.041
2020,Ireland,87567.1148972037,36.9319190979004,82.5560975609756,5.623,7.085
2019,Ireland,82508.4659883582,35.1964340209961,82.7024390243903,4.95,7.09369993209839
2018,Ireland,81248.3135388,34.9246406555176,82.2048780487805,5.741,7.021
2017,Ireland,72499.3268743015,31.1599998474121,82.1560975609756,6.713,6.977
2016,Ireland,64292.659966313,31.5917129516602,81.6536585365854,8.374,6.977
2015,Ireland,64311.8234684057,31.0062866210938,81.4536585365854,9.908,6.907
2023,Israel,52642.4267486308,36.014701843261705,72.58098800992877,3.596,7.341
2022,Israel,54930.7261602593,38.054126739502,82.7,3.695,7.473
2021,Israel,52255.6159050999,37.2001266479492,82.5,4.812,7.364
2020,Israel,44679.7715799755,36.5067901611328,82.6487804878049,4.169,7.157
2019,Israel,44140.8289372511,36.2310218811035,82.8048780487805,3.731,7.12860012054443
2018,Israel,42233.2610344935,35.7983818054199,82.8024390243903,3.917,7.139
2017,Israel,40997.9110240274,34.8950538635254,82.5512195121951,4.14,7.19
2016,Israel,37556.6272863143,33.9819717407227,82.4073170731707,4.723,7.213
2015,Israel,36123.9907881129,33.2099990844727,82.0512195121951,5.176,7.267
2023,Italy,39003.3160954123,16.22273349761965,83.8,7.627,6.324
2022,Italy,35635.7442204098,16.4901714324951,82.9,8.069,6.405
2021,Italy,36852.5425414951,16.2955207824707,82.6463414634146,9.497,6.467
2020,Italy,32091.4866621366,16.5499992370605,82.1951219512195,9.164,6.483
2019,Italy,33812.788724868,16.4097290039062,83.4975609756098,9.951,6.38740015029907
2018,Italy,34746.3441392416,16.1499462127686,83.3463414634146,10.61,6.223
2017,Italy,32554.14668453,15.5496873855591,82.9463414634147,11.211,6.0
2016,Italy,31126.3246947273,14.6699409484863,83.2439024390244,11.688,5.964
2015,Italy,30387.1293187854,14.499436378479,82.5439024390244,11.896,5.977
2023,Jamaica,6839.72503886968,10.9498100280762,72.58098800992877,4.4,5.842
2022,Jamaica,6022.15341099999,10.9498100280762,70.629,4.083,5.703
2021,Jamaica,5165.33780988607,10.9498100280762,70.5,5.188,5.85
2020,Jamaica,4879.44024631319,10.9498100280762,71.869,6.501,6.309
2019,Jamaica,5607.24300668501,10.9498100280762,71.767,4.987,5.88980007171631
2018,Jamaica,5578.10346083169,10.9498100280762,71.793,5.47,5.89
2017,Jamaica,5259.31334136812,10.9498100280762,71.911,7.399,5.89
2016,Jamaica,5009.79450059092,10.9498100280762,72.02,8.634,5.311
2015,Jamaica,5062.89556466908,10.9498100280762,72.394,8.825,5.51
2023,Japan,33766.5268253808,25.5400009155273,72.58098800992877,2.6,6.06
2022,Japan,34017.2718075024,25.5400009155273,83.9963414634146,2.6,6.129
2021,Japan,40058.5373276179,25.5400009155273,84.4456097560976,2.828,6.039
2020,Japan,40040.7655055923,25.5400009155273,84.56,2.809,5.94
2019,Japan,40415.9567649547,25.5400009155273,84.3563414634146,2.351,5.87080001831055
2018,Japan,39751.1330982711,25.5400009155273,84.2109756097561,2.467,5.886
2017,Japan,38834.0529341227,25.5400009155273,84.099756097561,2.822,5.915
2016,Japan,39375.4731620781,25.5400009155273,83.9848780487805,3.132,5.92
2015,Japan,34960.6393843385,25.5400009155273,83.7939024390244,3.385,5.921
2023,Jordan,4455.50540514568,20.9268398284912,72.58098800992877,17.969,4.186
2022,Jordan,4332.25159897931,20.9268398284912,74.215,18.2,4.12
2021,Jordan,4183.49998326866,20.9268398284912,74.256,19.837,4.152
2020,Jordan,4022.0401356135,20.9268398284912,75.184,19.213,4.395
2019,Jordan,4170.1144003465,20.9268398284912,76.044,16.801,4.63339996337891
2018,Jordan,4145.43989673265,20.9268398284912,75.774,18.257,4.906
2017,Jordan,4065.61628749384,20.9268398284912,75.502,18.12,5.161
2016,Jordan,3986.71677010853,20.9268398284912,75.215,15.275,5.336
2015,Jordan,4042.75678097555,20.9268398284912,75.011,13.075,5.303
2023,Kazakhstan,12918.8661346014,34.0800018310547,72.58098800992877,4.821,6.188
2022,Kazakhstan,11255.3396437881,34.0800018310547,74.44,4.86,6.144
2021,Kazakhstan,9983.60103576902,34.0800018310547,70.23,5.546,6.234
2020,Kazakhstan,8781.50797787648,34.0800018310547,71.37,4.89,6.152
2019,Kazakhstan,9457.12614657136,37.6751594543457,73.18,4.8,6.05789995193481
2018,Kazakhstan,9472.48527327758,34.0800018310547,73.15,4.85,5.809
2017,Kazakhstan,8943.08416791984,34.0800018310547,72.95,4.9,5.79
2016,Kazakhstan,7475.56688689424,34.0800018310547,72.41,4.96,5.819
2015,Kazakhstan,10196.1226255982,27.8106708526611,71.97,4.93,5.919
2023,Kenya,1952.30457929636,5.24435567855835,72.58098800992877,5.567,4.47
2022,Kenya,2109.56288513137,6.09258985519409,62.055,5.707,4.487
2021,Kenya,2061.35622089594,5.67963123321533,61.427,5.693,4.543
2020,Kenya,1927.66459027849,3.74181008338928,62.675,5.619,4.607
2019,Kenya,1960.40808854893,4.80908012390137,62.943,5.014,4.58300018310547
2018,Kenya,1836.45275528993,5.24435567855835,62.676,4.284,4.509
2017,Kenya,1667.48447230835,5.24435567855835,62.481,3.541,4.41
2016,Kenya,1554.12610314423,5.24435567855835,62.163,2.757,4.553
2015,Kenya,1489.11959777284,5.24435567855835,61.892,2.762,4.356
2023,Kuwait,33729.7985494456,10.6700000762939,72.58098800992877,2.127,6.951
2021,Kuwait,34043.542153557,10.6700000762939,78.673,3.002,6.106
2020,Kuwait,25236.0755520534,10.6700000762939,76.92,3.557,6.106
2019,Kuwait,31707.8737464917,10.6700000762939,79.685,2.251,6.10209989547729
2018,Kuwait,32067.9623689512,11.1199998855591,79.722,2.204,6.021
2017,Kuwait,29047.6535822842,10.6700000762939,79.781,2.227,6.083
2016,Kuwait,27323.6890643847,10.6700000762939,79.701,2.16,6.105
2015,Kuwait,29882.2126867068,9.59000015258789,79.562,2.2,6.239
2023,Kyrgyz Republic,1970.15780961839,0.0,72.58098800992877,3.991,5.714
2022,Kyrgyz Republic,1739.72030814894,0.0,72.0487804878049,4.043,5.825
2021,Kyrgyz Republic,1349.99730650542,0.0,71.9,4.096,5.828
2020,Kyrgyz Republic,1229.51775742135,0.0,71.8,4.63,5.744
2019,Kyrgyz Republic,1421.99927504102,0.0,71.6,4.295,5.54150009155273
2018,Kyrgyz Republic,1283.52040333083,24.2648506164551,71.4,3.67,5.261
2017,Kyrgyz Republic,1221.39056490366,0.0,71.2,3.57,5.131
2016,Kyrgyz Republic,1103.27498361324,0.0,70.9512195121951,3.474,5.004
2015,Kyrgyz Republic,1105.65202996955,0.0,70.6512195121951,3.338,5.185
2023,Lao Pdr,2066.94979776957,5.1743083000183105,72.58098800992877,1.188,5.139
2022,Lao Pdr,2046.40440255621,5.19384670257568,68.999,1.209,5.111
2021,Lao Pdr,2526.05105018529,5.1743083000183105,68.061,2.066,5.14
2020,Lao Pdr,2583.77730696131,5.1743083000183105,68.497,2.361,5.03
2019,Lao Pdr,2589.32081035237,5.1743083000183105,68.138,2.537,4.88859987258911
2018,Lao Pdr,2545.1075420815,5.1743083000183105,67.634,2.9,4.796
2017,Lao Pdr,2432.43059478511,5.15476989746094,67.434,3.268,4.623
