Country,Year,Life_Expectancy
lao pdr,2020,68.497
lao pdr,2021,68.061
lao pdr,2022,68.999
lao pdr,2023,
latvia,2015,74.4804878048781
latvia,2016,74.580487804878
latvia,2017,74.6292682926829
latvia,2018,74.7829268292683
latvia,2019,75.3878048780488
latvia,2020,75.1853658536585
latvia,2021,72.9804878048781
latvia,2022,74.580487804878
latvia,2023,75.9
least developed countries: un classification,2015,63.4910879470846
least developed countries: un classification,2016,64.0109064266327
least developed countries: un classification,2017,64.4004122819752
least developed countries: un classification,2018,64.7923469499686
least developed countries: un classification,2019,65.1258903357164
least developed countries: un classification,2020,64.6017504849063
least developed countries: un classification,2021,64.1753409199014
least developed countries: un classification,2022,64.8802732533622
least developed countries: un classification,2023,
lebanon,2015,79.229
lebanon,2016,79.505
lebanon,2017,79.654
lebanon,2018,79.729
lebanon,2019,79.236
lebanon,2020,77.804
lebanon,2021,75.047
lebanon,2022,74.416
lebanon,2023,
lesotho,2015,51.101
lesotho,2016,52.264
lesotho,2017,53.064
lesotho,2018,53.733
lesotho,2019,54.173
lesotho,2020,54.693
lesotho,2021,53.062
lesotho,2022,53.036
lesotho,2023,
liberia,2015,59.148
liberia,2016,60.416
liberia,2017,60.553
liberia,2018,60.853
liberia,2019,61.104
liberia,2020,60.948
liberia,2021,60.747
liberia,2022,61.1
liberia,2023,
libya,2015,71.698
libya,2016,71.756
libya,2017,72.482
libya,2018,72.794
libya,2019,72.463
libya,2020,72.472
libya,2021,71.911
libya,2022,72.151
libya,2023,
liechtenstein,2015,82.6560975609756
liechtenstein,2016,82.2585365853659
liechtenstein,2017,83.7463414634147
liechtenstein,2018,83.0414634146342
liechtenstein,2019,84.1609756097561
liechtenstein,2020,81.6585365853659
liechtenstein,2021,84.4024390243902
liechtenstein,2022,84.319512195122
liechtenstein,2023,
lithuania,2015,74.3219512195122
lithuania,2016,74.6707317073171
lithuania,2017,75.4804878048781
lithuania,2018,75.6804878048781
lithuania,2019,76.2829268292683
lithuania,2020,74.9780487804878
lithuania,2021,74.0365853658537
lithuania,2022,75.7926829268293
lithuania,2023,77.3
luxembourg,2015,82.2926829268293
luxembourg,2016,82.6853658536585
luxembourg,2017,82.0951219512195
luxembourg,2018,82.2951219512195
luxembourg,2019,82.6390243902439
luxembourg,2020,82.1439024390244
luxembourg,2021,82.5975609756098
luxembourg,2022,83.0463414634146
luxembourg,2023,83.4
"macao sar, china",2015,83.984
"macao sar, china",2016,84.231
"macao sar, china",2017,84.563
"macao sar, china",2018,84.928
"macao sar, china",2019,84.978
"macao sar, china",2020,85.184
"macao sar, china",2021,85.399
"macao sar, china",2022,85.377
"macao sar, china",2023,
madagascar,2015,64.339
madagascar,2016,64.997
madagascar,2017,65.094
madagascar,2018,65.27
madagascar,2019,65.882
madagascar,2020,65.182
madagascar,2021,64.485
madagascar,2022,65.23
madagascar,2023,
malawi,2015,61.378
malawi,2016,62.209
malawi,2017,62.977
malawi,2018,63.276
malawi,2019,64.119
malawi,2020,63.717
malawi,2021,62.904
malawi,2022,62.898
malawi,2023,
malaysia,2015,75.094
malaysia,2016,75.289
malaysia,2017,75.476
malaysia,2018,75.644
malaysia,2019,75.76
malaysia,2020,75.938
malaysia,2021,74.884
malaysia,2022,76.26
malaysia,2023,
maldives,2015,79.695
maldives,2016,79.872
maldives,2017,79.943
maldives,2018,80.013
maldives,2019,80.116
maldives,2020,79.875
maldives,2021,79.918
maldives,2022,80.839
maldives,2023,
mali,2015,58.363
mali,2016,58.731
mali,2017,59.132
mali,2018,59.393
mali,2019,59.664
mali,2020,58.633
mali,2021,58.941
mali,2022,59.417
mali,2023,
malta,2015,81.8975609756097
malta,2016,82.4536585365854
malta,2017,82.3463414634146
malta,2018,82.4487804878049
malta,2019,82.8585365853659
malta,2020,82.3487804878049
malta,2021,82.5073170731707
malta,2022,82.7
malta,2023,
marshall islands,2015,63.827
marshall islands,2016,64.057
marshall islands,2017,64.27
marshall islands,2018,64.5
marshall islands,2019,64.746
marshall islands,2020,64.977
marshall islands,2021,65.269
marshall islands,2022,65.146
marshall islands,2023,
mauritania,2015,64.485
mauritania,2016,64.768
mauritania,2017,65.083
mauritania,2018,65.31
mauritania,2019,65.687
mauritania,2020,64.532
mauritania,2021,64.364
mauritania,2022,64.691
mauritania,2023,
mauritius,2015,74.3531707317073
mauritius,2016,74.3948780487805
mauritius,2017,74.5146341463415
mauritius,2018,74.4163414634146
mauritius,2019,74.2358536585366
mauritius,2020,74.1770731707317
mauritius,2021,73.680243902439
mauritius,2022,73.5146341463415
mauritius,2023,
mexico,2015,74.682
mexico,2016,74.412
mexico,2017,74.138
mexico,2018,74.015
mexico,2019,74.202
mexico,2020,70.133
mexico,2021,70.213
mexico,2022,74.832
mexico,2023,75.3
"micronesia, fed. sts.",2015,71.408
"micronesia, fed. sts.",2016,71.595
"micronesia, fed. sts.",2017,71.467
"micronesia, fed. sts.",2018,71.318
"micronesia, fed. sts.",2019,71.077
"micronesia, fed. sts.",2020,70.674
"micronesia, fed. sts.",2021,70.71
"micronesia, fed. sts.",2022,70.925
"micronesia, fed. sts.",2023,
moldova,2015,69.24
moldova,2016,69.917
moldova,2017,70.516
moldova,2018,70.492
moldova,2019,70.935
moldova,2020,70.166
moldova,2021,68.846
moldova,2022,68.621
moldova,2023,
mongolia,2015,69.498
mongolia,2016,69.865
mongolia,2017,70.237
mongolia,2018,71.199
mongolia,2019,71.822
mongolia,2020,72.141
mongolia,2021,70.975
mongolia,2022,72.667
mongolia,2023,
montenegro,2015,76.4487804878049
montenegro,2016,76.4414634146341
montenegro,2017,76.4853658536585
montenegro,2018,76.8414634146342
montenegro,2019,76.6829268292683
montenegro,2020,75.9317073170732
montenegro,2021,73.8243902439024
montenegro,2022,76.1878048780488
montenegro,2023,
morocco,2015,72.92
morocco,2016,73.284
morocco,2017,73.66
morocco,2018,73.986
morocco,2019,74.27
morocco,2020,73.92
morocco,2021,74.042
morocco,2022,74.973
morocco,2023,
mozambique,2015,58.151
mozambique,2016,59.038
mozambique,2017,59.771
mozambique,2018,60.526
mozambique,2019,61.166
mozambique,2020,61.172
mozambique,2021,59.325
mozambique,2022,59.625
mozambique,2023,
myanmar,2015,65.561
myanmar,2016,65.685
myanmar,2017,65.843
myanmar,2018,66.465
myanmar,2019,66.61
myanmar,2020,66.797
myanmar,2021,65.672
myanmar,2022,67.256
myanmar,2023,
namibia,2015,60.7
namibia,2016,61.682
namibia,2017,62.293
namibia,2018,62.586
namibia,2019,63.075
namibia,2020,62.829
namibia,2021,59.269
namibia,2022,58.059
namibia,2023,
nauru,2015,62.269
nauru,2016,62.702
nauru,2017,62.988
nauru,2018,63.234
nauru,2019,63.484
nauru,2020,63.437
nauru,2021,63.617
nauru,2022,64.014
nauru,2023,
nepal,2015,67.456
nepal,2016,68.776
nepal,2017,68.91
nepal,2018,68.979
nepal,2019,69.558
nepal,2020,69.246
nepal,2021,68.45
nepal,2022,70.484
nepal,2023,
netherlands,2015,81.509756097561
netherlands,2016,81.5609756097561
netherlands,2017,81.7609756097561
netherlands,2018,81.8121951219512
netherlands,2019,82.1121951219512
netherlands,2020,81.3585365853659
netherlands,2021,81.309756097561
netherlands,2022,81.7146341463415
netherlands,2023,82.0
new caledonia,2015,77.2804878048781
new caledonia,2016,76.9317073170732
new caledonia,2017,77.5390243902439
new caledonia,2018,80.0030975609756
new caledonia,2019,80.4197073170732
new caledonia,2020,80.8349512195122
new caledonia,2021,79.1273414634146
new caledonia,2022,80.9820731707317
new caledonia,2023,
new zealand,2015,81.6124390243903
new zealand,2016,81.6585365853659
new zealand,2017,81.8585365853659
new zealand,2018,81.7073170731707
new zealand,2019,82.0560975609756
new zealand,2020,82.2560975609756
new zealand,2021,82.2073170731707
new zealand,2022,82.7609756097561
new zealand,2023,
nicaragua,2015,72.983
nicaragua,2016,73.256
nicaragua,2017,73.554
nicaragua,2018,73.85
nicaragua,2019,74.054
nicaragua,2020,71.795
nicaragua,2021,73.837
nicaragua,2022,74.615
nicaragua,2023,
niger,2015,61.083
niger,2016,61.629
niger,2017,62.16
niger,2018,62.454
niger,2019,62.897
niger,2020,61.451
niger,2021,61.576
niger,2022,62.08
niger,2023,
nigeria,2015,51.841
nigeria,2016,52.043
nigeria,2017,52.305
nigeria,2018,52.554
nigeria,2019,52.91
nigeria,2020,52.887
nigeria,2021,52.676
nigeria,2022,53.633
nigeria,2023,
north america,2015,79.0036487303218
north america,2016,78.8797301086062
north america,2017,78.8724720142716
north america,2018,78.9658404447629
north america,2019,79.141357645223
north america,2020,77.462717090877
north america,2021,76.8726640169191
north america,2022,77.8387652653349
north america,2023,
north macedonia,2015,75.4024390243902
north macedonia,2016,75.4
north macedonia,2017,75.9536585365854
north macedonia,2018,76.6487804878049
north macedonia,2019,76.6024390243903
north macedonia,2020,74.3951219512195
north macedonia,2021,73.2463414634146
north macedonia,2022,74.4248780487805
north macedonia,2023,
norway,2015,82.3048780487805
norway,2016,82.4073170731707
norway,2017,82.609756097561
norway,2018,82.7585365853659
norway,2019,82.9585365853659
norway,2020,83.209756097561
norway,2021,83.1634146341463
norway,2022,82.5609756097561
norway,2023,
oman,2015,77.687
oman,2016,77.916
oman,2017,77.924
oman,2018,77.966
oman,2019,78.002
oman,2020,74.757
oman,2021,72.541
oman,2022,73.935
oman,2023,
pakistan,2015,65.697
pakistan,2016,65.88
pakistan,2017,66.297
pakistan,2018,66.482
pakistan,2019,66.756
pakistan,2020,66.269
pakistan,2021,66.098
pakistan,2022,66.431
pakistan,2023,
panama,2015,77.468
panama,2016,77.653
panama,2017,77.795
panama,2018,77.863
panama,2019,77.81
panama,2020,76.657
panama,2021,76.223
panama,2022,76.826
panama,2023,
papua new guinea,2015,64.701
papua new guinea,2016,64.84
papua new guinea,2017,65.103
papua new guinea,2018,65.182
papua new guinea,2019,65.474
papua new guinea,2020,65.787
papua new guinea,2021,65.351
papua new guinea,2022,65.958
papua new guinea,2023,
paraguay,2015,73.191
paraguay,2016,73.534
paraguay,2017,73.644
paraguay,2018,73.568
paraguay,2019,73.621
paraguay,2020,73.182
paraguay,2021,70.262
paraguay,2022,70.475
paraguay,2023,
peru,2015,75.621
peru,2016,75.789
peru,2017,75.879
peru,2018,76.009
peru,2019,76.156
peru,2020,73.665
peru,2021,72.377
peru,2022,73.385
peru,2023,
philippines,2015,71.268
philippines,2016,71.387
philippines,2017,71.516
philippines,2018,71.689
philippines,2019,71.865
philippines,2020,72.119
philippines,2021,69.266
philippines,2022,72.187
philippines,2023,
poland,2015,77.4512195121951
poland,2016,77.8512195121951
poland,2017,77.7536585365854
poland,2018,77.6024390243903
poland,2019,77.9048780487805
poland,2020,76.5
poland,2021,75.5024390243902
poland,2022,77.3048780487805
poland,2023,78.6
portugal,2015,81.1243902439025
portugal,2016,81.1243902439025
portugal,2017,81.4243902439025
portugal,2018,81.3243902439024
portugal,2019,81.6756097560976
portugal,2020,80.9756097560976
portugal,2021,81.3780487804878
portugal,2022,81.5804878048781
portugal,2023,82.4
puerto rico,2015,79.695
puerto rico,2016,80.27
puerto rico,2017,79.258
puerto rico,2018,79.77
puerto rico,2019,79.063
puerto rico,2020,78.041
puerto rico,2021,80.162
puerto rico,2022,79.72
puerto rico,2023,
qatar,2015,80.064
qatar,2016,80.433
qatar,2017,80.717
qatar,2018,80.898
qatar,2019,80.99
qatar,2020,79.099
qatar,2021,79.272
qatar,2022,81.559
qatar,2023,
romania,2015,74.9121951219512
romania,2016,75.209756097561
romania,2017,75.209756097561
romania,2018,75.3585365853659
romania,2019,75.6073170731707
romania,2020,74.2536585365854
romania,2021,72.809756097561
romania,2022,75.3048780487805
romania,2023,76.6
russian federation,2015,71.1834146341463
russian federation,2016,71.6512195121951
russian federation,2017,72.4514634146342
russian federation,2018,72.6621951219512
russian federation,2019,73.0839024390244
russian federation,2020,71.3387804878049
russian federation,2021,69.900243902439
russian federation,2022,72.5456097560976
russian federation,2023,
rwanda,2015,65.298
rwanda,2016,65.737
rwanda,2017,65.941
rwanda,2018,66.251
rwanda,2019,66.437
rwanda,2020,66.774
rwanda,2021,66.072
rwanda,2022,67.129
rwanda,2023,
samoa,2015,72.515
samoa,2016,72.54
samoa,2017,72.59
samoa,2018,72.636
samoa,2019,72.157
samoa,2020,72.768
samoa,2021,72.767
samoa,2022,72.598
samoa,2023,
sao tome and principe,2015,67.249
sao tome and principe,2016,67.492
sao tome and principe,2017,68.267
sao tome and principe,2018,68.355
sao tome and principe,2019,68.523
sao tome and principe,2020,67.785
sao tome and principe,2021,67.591
sao tome and principe,2022,68.794
sao tome and principe,2023,
saudi arabia,2015,76.918
saudi arabia,2016,77.064
saudi arabia,2017,77.16
saudi arabia,2018,77.212
saudi arabia,2019,77.304
saudi arabia,2020,76.239
saudi arabia,2021,76.936
saudi arabia,2022,77.905
saudi arabia,2023,
senegal,2015,66.879
senegal,2016,67.497
senegal,2017,67.75
senegal,2018,68.097
senegal,2019,68.526
senegal,2020,68.006
senegal,2021,67.093
senegal,2022,67.913
senegal,2023,
serbia,2015,75.2878048780488
serbia,2016,75.6878048780488
serbia,2017,75.5390243902439
serbia,2018,75.890243902439
serbia,2019,75.9365853658537
serbia,2020,74.4780487804878
serbia,2021,72.780487804878
serbia,2022,75.4821951219512
serbia,2023,
seychelles,2015,74.2951219512195
seychelles,2016,74.309756097561
seychelles,2017,74.3
seychelles,2018,72.8414634146341
seychelles,2019,74.0463414634146
seychelles,2020,77.2365853658537
seychelles,2021,73.3975609756097
seychelles,2022,73.8487804878049
seychelles,2023,
sierra leone,2015,57.189
sierra leone,2016,58.404
sierra leone,2017,58.652
sierra leone,2018,59.796
sierra leone,2019,60.255
sierra leone,2020,59.763
sierra leone,2021,60.062
sierra leone,2022,60.411
sierra leone,2023,
singapore,2015,82.7439024390244
singapore,2016,82.8463414634146
singapore,2017,83.0951219512195
singapore,2018,83.2975609756098
singapore,2019,83.5951219512195
singapore,2020,83.5439024390244
singapore,2021,83.0926829268293
singapore,2022,82.8951219512195
singapore,2023,
sint maarten (dutch part),2015,76.954
sint maarten (dutch part),2016,76.598
sint maarten (dutch part),2017,75.03
sint maarten (dutch part),2018,75.131
sint maarten (dutch part),2019,75.437
sint maarten (dutch part),2020,74.584
sint maarten (dutch part),2021,73.972
sint maarten (dutch part),2022,74.409
sint maarten (dutch part),2023,
slovak republic,2015,76.5634146341463
slovak republic,2016,77.1658536585366
slovak republic,2017,77.1658536585366
slovak republic,2018,77.2658536585366
slovak republic,2019,77.6658536585366
slovak republic,2020,76.8658536585366
slovak republic,2021,74.6146341463415
slovak republic,2022,77.0658536585366
slovak republic,2023,78.1
slovenia,2015,80.7756097560976
slovenia,2016,81.1756097560976
slovenia,2017,81.0292682926829
slovenia,2018,81.3780487804878
slovenia,2019,81.5292682926829
slovenia,2020,80.5317073170732
slovenia,2021,80.6756097560976
slovenia,2022,81.2829268292683
slovenia,2023,82.0
solomon islands,2015,69.583
solomon islands,2016,69.801
solomon islands,2017,69.988
solomon islands,2018,70.173
solomon islands,2019,70.382
solomon islands,2020,70.199
solomon islands,2021,70.348
solomon islands,2022,70.742
solomon islands,2023,
somalia,2015,54.857
somalia,2016,55.044
somalia,2017,55.654
somalia,2018,56.375
somalia,2019,57.078
somalia,2020,55.967
somalia,2021,55.28
somalia,2022,56.107
somalia,2023,
south africa,2015,63.95
south africa,2016,64.747
south africa,2017,65.402
south africa,2018,65.674
south africa,2019,66.175
south africa,2020,65.252
south africa,2021,62.341
south africa,2022,61.48
south africa,2023,
south asia,2015,69.1324736517293
south asia,2016,69.5972508271398
south asia,2017,69.9669332766067
south asia,2018,70.2400079461258
south asia,2019,70.4582926588661
south asia,2020,69.7336736654351
south asia,2021,67.5674425618231
south asia,2022,68.1474413137902
south asia,2023,
south sudan,2015,55.566
south sudan,2016,55.544
south sudan,2017,55.309
south sudan,2018,55.95
south sudan,2019,55.912
south sudan,2020,55.48
south sudan,2021,54.975
south sudan,2022,55.567
south sudan,2023,
spain,2015,82.8317073170732
spain,2016,83.3292682926829
spain,2017,83.2829268292683
spain,2018,83.4317073170732
spain,2019,83.8317073170732
spain,2020,82.3317073170732
spain,2021,83.2292682926829
spain,2022,83.0829268292683
spain,2023,84.0
sri lanka,2015,74.927
sri lanka,2016,75.331
sri lanka,2017,75.403
sri lanka,2018,75.748
sri lanka,2019,76.008
sri lanka,2020,76.393
sri lanka,2021,76.399
sri lanka,2022,76.61
sri lanka,2023,
st. kitts and nevis,2015,70.763
st. kitts and nevis,2016,71.74
st. kitts and nevis,2017,71.84
st. kitts and nevis,2018,71.467
st. kitts and nevis,2019,71.572
st. kitts and nevis,2020,71.627
st. kitts and nevis,2021,71.682
st. kitts and nevis,2022,72.027
st. kitts and nevis,2023,
st. lucia,2015,73.138
st. lucia,2016,73.112
st. lucia,2017,73.127
st. lucia,2018,73.357
st. lucia,2019,73.445
st. lucia,2020,73.416
st. lucia,2021,71.111
st. lucia,2022,71.294
st. lucia,2023,
st. martin (french part),2015,79.309
st. martin (french part),2016,79.475
st. martin (french part),2017,78.59
st. martin (french part),2018,80.614
st. martin (french part),2019,79.983
st. martin (french part),2020,80.149
st. martin (french part),2021,80.379
st. martin (french part),2022,80.55
st. martin (french part),2023,
st. vincent and the grenadines,2015,74.407
st. vincent and the grenadines,2016,74.28
st. vincent and the grenadines,2017,74.305
st. vincent and the grenadines,2018,74.128
st. vincent and the grenadines,2019,72.835
st. vincent and the grenadines,2020,72.126
st. vincent and the grenadines,2021,69.629
st. vincent and the grenadines,2022,68.972
st. vincent and the grenadines,2023,
sudan,2015,64.659
sudan,2016,64.78
sudan,2017,65.445
sudan,2018,65.681
sudan,2019,65.876
sudan,2020,65.614
sudan,2021,65.267
sudan,2022,65.578
sudan,2023,
suriname,2015,70.8
suriname,2016,71.592
suriname,2017,72.417
suriname,2018,72.553
suriname,2019,72.242
suriname,2020,72.561
suriname,2021,70.274
suriname,2022,70.289
suriname,2023,
sweden,2015,82.2048780487805
sweden,2016,82.3073170731707
sweden,2017,82.409756097561
sweden,2018,82.5585365853659
sweden,2019,83.109756097561
sweden,2020,82.3560975609756
sweden,2021,83.0560975609756
sweden,2022,83.109756097561
sweden,2023,83.4
switzerland,2015,82.8975609756098
switzerland,2016,83.6024390243903
switzerland,2017,83.5512195121951
switzerland,2018,83.7536585365854
switzerland,2019,83.9048780487805
switzerland,2020,83.0
switzerland,2021,83.7512195121951
switzerland,2022,83.4536585365854
switzerland,2023,84.2
syrian arab republic,2015,65.124
syrian arab republic,2016,65.993
syrian arab republic,2017,68.481
syrian arab republic,2018,70.145
syrian arab republic,2019,71.822
syrian arab republic,2020,72.14
syrian arab republic,2021,72.063
syrian arab republic,2022,72.3
syrian arab republic,2023,
tajikistan,2015,69.306
tajikistan,2016,69.549
tajikistan,2017,69.905
tajikistan,2018,70.353
tajikistan,2019,70.867
tajikistan,2020,67.994
tajikistan,2021,71.594
tajikistan,2022,71.288
tajikistan,2023,
tanzania,2015,64.651
tanzania,2016,65.386
tanzania,2017,65.999
tanzania,2018,66.535
tanzania,2019,66.989
tanzania,2020,66.408
tanzania,2021,66.201
tanzania,2022,66.782
tanzania,2023,
thailand,2015,77.717
thailand,2016,78.049
thailand,2017,78.394
thailand,2018,78.662
thailand,2019,78.975
thailand,2020,79.274
thailand,2021,78.715
thailand,2022,79.68
thailand,2023,
timor-leste,2015,67.137
timor-leste,2016,67.446
timor-leste,2017,67.745
timor-leste,2018,68.017
timor-leste,2019,68.268
timor-leste,2020,68.475
timor-leste,2021,67.737
timor-leste,2022,69.056
timor-leste,2023,
togo,2015,59.396
togo,2016,59.55
togo,2017,60.154
togo,2018,60.244
togo,2019,60.901
togo,2020,61.035
togo,2021,61.619
togo,2022,61.588
togo,2023,
tonga,2015,70.607
tonga,2016,70.661
tonga,2017,70.713
tonga,2018,70.779
tonga,2019,70.871
tonga,2020,70.928
tonga,2021,70.986
tonga,2022,71.27
tonga,2023,
tunisia,2015,75.692
tunisia,2016,75.786
tunisia,2017,75.845
tunisia,2018,75.95
tunisia,2019,75.993
tunisia,2020,75.292
tunisia,2021,73.772
tunisia,2022,74.263
tunisia,2023,
turkiye,2015,76.646
turkiye,2016,76.66
turkiye,2017,77.141
turkiye,2018,77.563
turkiye,2019,77.832
turkiye,2020,75.85
turkiye,2021,76.032
turkiye,2022,78.475
turkiye,2023,
turkmenistan,2015,68.782
turkmenistan,2016,68.777
turkmenistan,2017,68.916
turkmenistan,2018,68.796
turkmenistan,2019,69.002
turkmenistan,2020,68.687
turkmenistan,2021,69.264
turkmenistan,2022,69.41
turkmenistan,2023,
turks and caicos islands,2015,76.912
turks and caicos islands,2016,76.864
turks and caicos islands,2017,76.702
turks and caicos islands,2018,76.443
turks and caicos islands,2019,75.326
turks and caicos islands,2020,75.001
turks and caicos islands,2021,74.587
turks and caicos islands,2022,74.925
turks and caicos islands,2023,
tuvalu,2015,64.06
tuvalu,2016,64.108
tuvalu,2017,64.148
tuvalu,2018,64.212
tuvalu,2019,64.278
tuvalu,2020,64.382
tuvalu,2021,64.547
tuvalu,2022,64.854
tuvalu,2023,
uganda,2015,61.086
uganda,2016,61.648
uganda,2017,62.115
uganda,2018,62.714
uganda,2019,62.991
uganda,2020,62.851
uganda,2021,62.705
uganda,2022,63.638
uganda,2023,
ukraine,2015,71.189512195122
ukraine,2016,71.4763414634146
ukraine,2017,71.7809756097561
ukraine,2018,71.5826829268293
ukraine,2019,71.8273170731707
ukraine,2020,71.1851219512195
ukraine,2021,69.6478048780488
ukraine,2022,68.5879268292683
ukraine,2023,
united arab emirates,2015,79.223
united arab emirates,2016,79.335
united arab emirates,2017,79.504
united arab emirates,2018,79.627
united arab emirates,2019,79.726
united arab emirates,2020,78.946
united arab emirates,2021,78.71
united arab emirates,2022,79.196
united arab emirates,2023,
united kingdom,2015,80.9560975609756
united kingdom,2016,81.1560975609756
united kingdom,2017,81.2560975609756
united kingdom,2018,81.2560975609756
united kingdom,2019,81.4048780487805
united kingdom,2020,80.3512195121951
united kingdom,2021,80.7
united kingdom,2022,82.0585365853659
united kingdom,2023,
united states,2015,78.690243902439
united states,2016,78.5390243902439
united states,2017,78.5390243902439
united states,2018,78.6390243902439
united states,2019,78.7878048780488
united states,2020,76.9804878048781
united states,2021,76.3292682926829
united states,2022,77.4341463414634
united states,2023,
uruguay,2015,77.483
uruguay,2016,77.571
uruguay,2017,77.625
uruguay,2018,77.611
uruguay,2019,77.508
uruguay,2020,78.43
uruguay,2021,75.436
uruguay,2022,78.0
uruguay,2023,
uzbekistan,2015,70.475
uzbekistan,2016,70.755
uzbekistan,2017,71.01
uzbekistan,2018,71.149
uzbekistan,2019,71.344
uzbekistan,2020,70.331
uzbekistan,2021,70.862
uzbekistan,2022,71.674
uzbekistan,2023,
vanuatu,2015,69.513
vanuatu,2016,69.65
vanuatu,2017,69.71
vanuatu,2018,69.795
vanuatu,2019,69.877
vanuatu,2020,70.299
vanuatu,2021,70.449
vanuatu,2022,70.492
vanuatu,2023,
"venezuela, rb",2015,73.006
"venezuela, rb",2016,72.058
"venezuela, rb",2017,71.943
"venezuela, rb",2018,71.979
"venezuela, rb",2019,72.161
"venezuela, rb",2020,71.095
"venezuela, rb",2021,70.554
"venezuela, rb",2022,71.105
"venezuela, rb",2023,
viet nam,2015,73.876
viet nam,2016,73.938
viet nam,2017,73.963
viet nam,2018,73.976
viet nam,2019,74.093
viet nam,2020,75.378
viet nam,2021,73.618
viet nam,2022,74.58
viet nam,2023,
virgin islands (u.s.),2015,79.0170731707317
virgin islands (u.s.),2016,79.1682926829268
virgin islands (u.s.),2017,79.3682926829268
virgin islands (u.s.),2018,79.5195121951219
virgin islands (u.s.),2019,79.6682926829268
virgin islands (u.s.),2020,79.819512195122
virgin islands (u.s.),2021,80.0682926829268
virgin islands (u.s.),2022,80.319512195122
virgin islands (u.s.),2023,
west bank and gaza,2015,74.406
west bank and gaza,2016,74.554
west bank and gaza,2017,74.833
west bank and gaza,2018,74.793
west bank and gaza,2019,75.241
west bank and gaza,2020,74.403
west bank and gaza,2021,73.473
west bank and gaza,2022,73.444
west bank and gaza,2023,
"yemen, rep.",2015,65.873
"yemen, rep.",2016,66.064
"yemen, rep.",2017,65.957
"yemen, rep.",2018,64.575
"yemen, rep.",2019,65.092
"yemen, rep.",2020,64.65
"yemen, rep.",2021,63.753
"yemen, rep.",2022,63.72
"yemen, rep.",2023,
zambia,2015,61.208
zambia,2016,61.794
zambia,2017,62.12
zambia,2018,62.342
zambia,2019,62.793
zambia,2020,62.38
zambia,2021,61.223
zambia,2022,61.803
zambia,2023,
zimbabwe,2015,59.591
zimbabwe,2016,60.306
zimbabwe,2017,60.709
zimbabwe,2018,61.414
zimbabwe,2019,61.292
zimbabwe,2020,61.124
zimbabwe,2021,59.253
zimbabwe,2022,59.391
zimbabwe,2023,
