Country,Year,GDP_per_capita,Education_Attainment,Life_Expectancy,Unemployment_Rate,Happiness Score
portugal,2015,19215.7813014347,18.1800003051758,81.1243902439025,12.447,5.123
portugal,2016,19980.2808866516,19.0,81.1243902439025,11.068,5.195
portugal,2017,21442.3842768879,19.25,81.4243902439025,8.869,5.41
portugal,2018,23541.1401075289,18.6499996185303,81.3243902439024,6.994,5.693
portugal,2019,23343.3628970034,20.7199993133545,81.6756097560976,6.464,5.9109001159668
portugal,2020,22299.4044062173,22.5100002288818,80.9756097560976,6.801,5.929
portugal,2021,24711.4510062111,25.0265216827393,81.3780487804878,6.577,6.016
portugal,2022,24620.519556875,25.3610610961914,81.5804878048781,6.011,5.968
portugal,2023,27331.2094945255,23.9583301544189,82.4,6.509,6.03
puerto rico,2015,29763.4883013861,,79.695,12.0,7.039
qatar,2015,68985.2946961507,17.8108100891113,80.064,0.17,6.375
qatar,2016,61253.6375482797,18.8799991607666,80.433,0.15,6.375
qatar,2017,63279.8556949332,19.0300006866455,80.717,0.14,6.374
qatar,2018,71039.8490579352,19.974573135376,80.898,0.11,6.374
romania,2015,8977.01748158196,14.0779943466187,74.9121951219512,6.812,5.528
romania,2016,9404.54005870715,14.2660112380981,75.209756097561,5.901,5.825
romania,2017,10727.9822007426,14.3637037277222,75.209756097561,4.927,5.945
romania,2018,12502.2624061935,14.5098524093628,75.3585365853659,4.187,6.07
romania,2019,12992.0326104674,14.786021232605,75.6073170731707,3.912,6.12370014190674
romania,2020,13082.3006559554,15.137565612793,74.2536585365854,5.035,6.14
romania,2021,14986.7854904274,13.9771289825439,72.809756097561,5.59,6.477
romania,2022,15557.8826247584,15.2834615707397,75.3048780487805,5.614,6.589
romania,2023,18404.2730871704,,76.6,5.589,6.491
russian federation,2015,9277.7138671875,,71.1834146341463,5.615,5.856
russian federation,2016,8663.158203125,,71.6512195121951,5.591,5.963
russian federation,2017,10658.9130859375,,72.4514634146342,5.238,5.81
russian federation,2018,11211.8876953125,,72.6621951219512,4.871,5.648
russian federation,2019,11447.701171875,,73.0839024390244,4.513,5.5460000038147
russian federation,2020,10108.3271484375,,71.3387804878049,5.62,5.477
russian federation,2021,12521.5224609375,41.2200012207031,69.900243902439,4.749,5.459
russian federation,2022,15445.2421875,,72.5456097560976,3.867,5.661
russian federation,2023,13817.0458984375,,,3.076,5.785
rwanda,2015,733.998585018273,2.20666003227234,65.298,11.838,3.515
rwanda,2016,729.519154199595,,65.737,11.801,3.471
rwanda,2017,758.301002985965,5.61589050292969,65.941,11.875,3.408
rwanda,2018,771.773521962568,4.13000011444092,66.251,10.759,3.334
rwanda,2019,810.051420243718,6.01935720443726,66.437,11.236,3.31229996681213
rwanda,2020,778.701538550324,3.30790996551514,66.774,11.829,3.415
rwanda,2021,828.833032800998,5.86872100830078,66.072,15.775,3.268
saudi arabia,2015,22453.571552265,,76.918,5.6,6.379
saudi arabia,2016,21515.6600083775,,77.064,5.6,6.344
saudi arabia,2017,23081.2045336558,25.9799995422363,77.16,5.89,6.371
saudi arabia,2018,28036.0264674095,,77.212,6.029,6.375
saudi arabia,2019,27892.8421521179,,77.304,5.636,6.4064998626709
saudi arabia,2020,23271.4037647084,31.0499992370605,76.239,7.66,6.494
saudi arabia,2021,28396.0864182336,31.1062126159668,76.936,6.621,6.523
saudi arabia,2022,34454.1957708412,31.3336486816406,77.905,5.589,6.463
saudi arabia,2023,32093.9622984711,30.8887481689453,,4.008,6.594
senegal,2015,1218.00613555438,2.51695990562439,66.879,6.757,4.219
senegal,2016,1266.43957151587,3.62067008018494,67.497,4.455,4.535
senegal,2017,1356.80518449031,2.75999999046326,67.75,4.078,4.631
senegal,2018,1452.55612562445,3.16594004631042,68.097,3.455,4.681
senegal,2019,1431.18128932159,3.64053988456726,68.526,2.863,4.98080015182495
senegal,2020,1461.08720350553,,68.006,3.437,5.132
senegal,2021,1598.10676952274,,67.093,3.44,5.046
senegal,2022,1564.74522071584,4.90400886535645,67.913,2.837,4.855
senegal,2023,1706.44218024762,,,2.8,4.969
serbia,2015,5820.3215576888,13.5799999237061,75.2878048780488,17.66,5.177
serbia,2016,5982.37030126471,14.5100002288818,75.6878048780488,15.257,5.395
serbia,2017,6548.03653824187,14.8999996185303,75.5390243902439,13.477,5.398
serbia,2018,7559.86165747394,15.4879369735718,75.890243902439,12.733,5.603
serbia,2019,7755.632986437,15.5200004577637,75.9365853658537,10.395,5.77820014953613
serbia,2020,8098.70955668849,16.2851524353027,74.4780487804878,9.011,6.078
serbia,2021,9680.52798074468,16.9075469970703,72.780487804878,9.843,6.178
serbia,2022,10022.9688543402,17.0843830108643,75.4821951219512,8.439,6.144
serbia,2023,12281.5058488303,18.6692008972168,,8.268,6.411
sierra leone,2015,945.148168480629,,57.189,4.606,4.635
sierra leone,2016,838.631615328371,,58.404,4.294,4.709
sierra leone,2017,788.486867334833,2.14157009124756,58.652,3.834,4.571
sierra leone,2018,845.914540460932,1.90912628173828,59.796,3.192,4.374
sierra leone,2019,843.71251730417,1.95823001861572,60.255,3.203,3.92639994621277
sierra leone,2020,845.313836261458,,59.763,3.508,3.849
sierra leone,2021,885.184270659578,,60.062,3.556,3.574
sierra leone,2022,860.130884035452,,60.411,3.175,3.138
sierra leone,2023,757.85833603088,,,3.153,3.245
singapore,2015,55645.6068614606,28.2099990844727,82.7439024390244,3.79,6.739
singapore,2016,56899.9181805173,29.1299991607666,82.8463414634146,4.08,6.572
singapore,2017,61162.0973932771,30.7099990844727,83.0951219512195,4.2,6.343
singapore,2018,66840.6373389791,31.6000003814697,83.2975609756098,3.613,6.262
singapore,2019,66081.7199235165,32.3699989318848,83.5951219512195,3.1,6.37709999084473
singapore,2020,61466.803676358,32.9799995422363,83.5439024390244,4.1,6.377
singapore,2021,79601.4129622433,36.060001373291,83.0926829268293,4.64,6.48
singapore,2022,88428.7024226232,36.189998626709,82.8951219512195,3.591,6.587
singapore,2023,84734.2559206054,,,3.444,6.523
slovak republic,2015,16442.0760860018,18.9200000762939,76.5634146341463,11.492,6.078
slovak republic,2016,16636.0769133073,19.6399993896484,77.1658536585366,9.679,6.098
slovak republic,2017,17645.5298716761,20.6800003051758,77.1658536585366,8.142,6.173
slovak republic,2018,19573.3717031314,21.8899993896484,77.2658536585366,6.544,6.198
slovak republic,2019,19406.0589683582,22.8600006103516,77.6658536585366,5.761,6.28060007095337
slovak republic,2020,19735.4858280801,23.6204929351807,76.8658536585366,6.719,6.331
slovak republic,2021,22138.1949833348,24.5144329071045,74.6146341463415,6.894,6.391
slovak republic,2022,21342.7666714692,25.8375110626221,77.0658536585366,6.143,6.469
slovak republic,2023,24491.3771867262,,78.1,5.84,6.257
slovenia,2015,20697.2748530619,18.8099994659424,80.7756097560976,8.962,5.768
slovenia,2016,21447.8377796036,19.6399993896484,81.1756097560976,8.0,5.758
slovenia,2017,23303.077705959,20.6800003051758,81.0292682926829,6.564,5.948
slovenia,2018,25888.0481065655,20.6114616394043,81.3780487804878,5.108,6.118
slovenia,2019,25814.1687167572,21.5100002288818,81.5292682926829,4.446,6.36339998245239
slovenia,2020,25392.0651093612,23.6385955810547,80.5317073170732,4.971,6.461
slovenia,2021,29187.369382785,26.5943374633789,80.6756097560976,4.744,6.63
slovenia,2022,28373.8382265999,26.0893592834473,81.2829268292683,4.011,6.65
slovenia,2023,32610.110922729,,82.0,3.652,6.743
somalia,2015,445.583078625015,,54.857,18.597,5.44
somalia,2016,460.928491979039,,55.044,18.578,5.151
somalia,2017,510.939952988052,,55.654,18.523,4.982
somalia,2018,509.525802439801,,56.375,18.738,4.668
south africa,2015,6112.27382485974,6.07000017166138,63.95,25.149,4.459
south africa,2016,5651.20585165749,8.25026321411133,64.747,26.536,4.829
south africa,2017,6618.33508255701,8.25,65.402,27.035,4.724
south africa,2018,6914.1780318076,11.1089563369751,65.674,26.906,4.722
south africa,2019,6533.71121032856,8.02000045776367,66.175,28.468,4.81409978866577
south africa,2020,5580.60383075189,7.68192005157471,65.252,29.217,4.956
south africa,2021,6843.39941886204,12.960000038147,62.341,34.007,5.194
south africa,2022,6523.41097815853,11.4343910217285,61.48,33.268,5.275
south africa,2023,6022.5425418935,12.2000169754028,,32.098,5.422
spain,2015,25969.8383138327,20.4723052978516,82.8317073170732,22.057,6.361
spain,2016,26740.6851818829,20.9400005340576,83.3292682926829,19.635,6.403
spain,2017,28367.9392609439,21.4282608032227,83.2829268292683,17.224,6.31
spain,2018,30592.1264795541,21.9400005340576,83.4317073170732,15.255,6.354
spain,2019,29776.2011500384,23.0202732086182,83.8317073170732,14.104,6.40089988708496
spain,2020,27230.3599933583,23.5799999237061,82.3317073170732,15.532,6.491
spain,2021,30817.6828559001,24.6002025604248,83.2292682926829,14.781,6.476
spain,2022,30287.3657583614,24.706615447998,83.0829268292683,12.917,6.436
spain,2023,33509.0127982139,,84.0,12.179,6.421
sri lanka,2015,4060.13139670248,0.851821422576904,74.927,4.519,4.415
sri lanka,2016,4149.76105454457,0.797130823135376,75.331,4.242,4.44
sri lanka,2017,4401.05567045499,0.665928065776825,75.403,4.046,4.471
sri lanka,2018,4360.58473469252,0.684106409549713,75.748,4.318,4.366
sri lanka,2019,4082.69404871533,0.746383011341095,76.008,4.67,4.3270001411438
sri lanka,2020,3846.17449566736,0.692696988582611,76.393,5.364,4.325
sri lanka,2021,3999.33764677637,0.75661712884903,76.399,4.981,4.362
sri lanka,2022,3342.71989646203,0.911603033542633,76.61,4.528,4.442
sri lanka,2023,3827.96495637489,,,5.997,3.898
sudan,2015,1292.37963867188,,64.659,14.347,4.139
sudan,2016,1033.21594238281,,64.78,13.606,4.139
sudan,2017,966.505676269531,,65.445,12.953,4.139
suriname,2015,8813.61705392067,,70.8,7.22,6.269
sweden,2015,51197.9529341175,23.0,82.2048780487805,7.432,7.291
sweden,2016,51820.3972482676,23.4799995422363,82.3073170731707,6.99,7.284
sweden,2017,53300.8587281785,23.9400005340576,82.409756097561,6.718,7.314
sweden,2018,54181.9069780904,30.9937076568604,82.5585365853659,6.365,7.343
sweden,2019,51773.0464558993,25.0799999237061,83.109756097561,6.833,7.35349988937378
sweden,2020,52653.7565934247,32.5396308898926,82.3560975609756,8.291,7.363
sweden,2021,61174.9680215622,32.6667137145996,83.0560975609756,8.722,7.384
sweden,2022,55296.9371472535,33.6940689086914,83.109756097561,7.392,7.395
sweden,2023,55516.836477474,,83.4,7.611,7.344
switzerland,2015,83806.4476003837,35.4598159790039,82.8975609756098,4.801,7.509
switzerland,2016,82153.0745447889,36.604320526123,83.6024390243903,4.918,7.494
switzerland,2017,82254.3769269767,37.8640937805176,83.5512195121951,4.797,7.487
switzerland,2018,85217.3691512274,38.9846878051758,83.7536585365854,4.713,7.48
switzerland,2019,84121.9310304414,39.5556106567383,83.9048780487805,4.394,7.55989980697632
switzerland,2020,85897.7843338323,40.4104690551758,83.0,4.817,7.571
switzerland,2021,93446.4344518943,40.1155204772949,83.7512195121951,5.013,7.512
switzerland,2022,93245.7952120851,40.0153961181641,83.4536585365854,4.122,7.24
switzerland,2023,99564.710026145,41.2647743225098,84.2,4.043,7.06
tajikistan,2015,956.916310930656,,69.306,11.485,4.996
tajikistan,2016,788.710481734485,13.4074630737305,69.549,11.5,5.041
tajikistan,2017,829.45714764957,12.0100002288818,69.905,11.487,5.352
tajikistan,2018,834.288404578801,,70.353,11.437,5.467
tajikistan,2019,871.022372934846,,70.867,11.419,5.55569982528687
tajikistan,2020,834.311715460625,,67.994,12.321,5.466
tajikistan,2021,896.748053372182,,71.594,12.333,5.377
tajikistan,2022,1052.17949484894,,71.288,11.634,5.33
tajikistan,2023,1160.81187026311,,,11.546,5.281
tanzania,2015,939.127319335938,1.6764999628067,64.651,2.159,3.666
tanzania,2016,953.0107421875,,65.386,2.23,3.349
tanzania,2017,986.674011230469,,65.999,2.303,3.303
tanzania,2018,1023.10626220703,1.41936004161835,66.535,2.393,3.231
tanzania,2019,1063.32250976563,,66.989,2.496,3.47620010375977
tanzania,2020,1117.41528320313,1.57470774650574,66.408,2.781,3.623
tanzania,2021,1159.85656738281,,66.201,2.821,3.702
tanzania,2022,1207.85302734375,2.31976008415222,66.782,2.588,3.694
tanzania,2023,1224.48962402344,,,2.582,3.781
thailand,2015,5688.85335397884,,77.717,0.597,6.474
thailand,2016,5833.57715617098,14.8100004196167,78.049,0.688,6.424
thailand,2017,6413.09182530343,,78.394,0.83,6.072
thailand,2018,7099.77650081458,14.9399995803833,78.662,0.765,6.008
thailand,2019,7605.69657797759,15.6300001144409,78.975,0.716,5.9987998008728
thailand,2020,6985.64393892574,,79.274,1.099,5.985
thailand,2021,7058.0694998852,,78.715,1.215,5.891
thailand,2022,6909.35997481451,17.3500003814697,79.68,0.94,5.843
thailand,2023,7182.02525812415,,,0.733,5.976
togo,2015,751.052405084336,5.65889358520508,59.396,2.204,3.303
togo,2016,772.581787093976,,59.55,2.968,3.495
togo,2017,792.765487219069,3.10193991661072,60.154,3.744,3.999
togo,2018,851.130806891807,,60.244,2.898,4.085
togo,2019,826.260654099894,3.80260682106018,60.901,2.036,4.18720006942749
togo,2020,853.578220263722,,61.035,2.225,4.107
togo,2021,939.613373786407,,61.619,2.333,4.112
togo,2022,898.758154410712,5.88405132293701,61.588,1.965,4.137
togo,2023,985.697512629974,,,1.948,4.214
tunisia,2015,4014.94773686432,,75.692,15.159,5.045
tunisia,2016,3847.80354448809,,75.786,15.557,4.805
tunisia,2017,3619.03247319953,,75.845,15.33,4.592
tunisia,2018,3628.10366464236,13.3981304168701,75.95,15.459,4.461
tunisia,2019,3528.87213306798,13.8788766860962,75.993,17.153,4.39219999313354
tunisia,2020,3548.65363663803,,75.292,17.656,4.596
tunisia,2021,3885.28166485296,,73.772,16.611,4.516
tunisia,2022,3678.40023411347,12.8028297424316,74.263,15.3,4.497
tunisia,2023,3977.69516639644,,,15.106,4.422
turkiye,2015,11049.9951100942,10.5960102081299,76.646,10.304,5.389
turkiye,2016,10970.0458948862,11.4939594268799,76.66,10.899,5.5
turkiye,2017,10695.550196231,12.0233488082886,77.141,10.919,5.483
turkiye,2018,9568.83506330228,12.4488391876221,77.563,10.956,5.373
turkiye,2019,9215.44049888114,13.2090663909912,77.832,13.73,5.13180017471313
turkiye,2020,8638.73903848102,14.2070665359497,75.85,13.148,4.948
turkiye,2021,9743.21277804855,20.4976119995117,76.032,11.969,4.744
turkiye,2022,10674.504157865,20.9415740966797,78.475,10.465,4.614
turkiye,2023,13105.6585678319,,,9.388,4.975
turkmenistan,2015,5759.497903834,10.1430797576904,68.782,4.016,5.658
turkmenistan,2016,5686.98040962764,,68.777,4.031,5.822
turkmenistan,2017,5828.4816623489,,68.916,4.044,5.636
turkmenistan,2018,6125.05169712085,,68.796,4.044,5.247
turkmenistan,2019,6648.0348960628,13.8386697769165,69.002,4.043,5.11910009384155
turkmenistan,2020,6592.60146027748,,68.687,4.501,5.066
turkmenistan,2021,7051.20211079213,,69.264,4.459,5.474
uganda,2015,862.934610355811,,61.086,2.679,3.739
uganda,2016,752.696571725656,0.940330028533936,61.648,3.008,4.081
uganda,2017,765.218332297361,2.92620801925659,62.115,3.428,4.161
uganda,2018,792.16570022814,,62.714,3.25,4.189
uganda,2019,822.057058189153,4.25233602523804,62.991,3.06,4.43200016021729
uganda,2020,845.766463890124,,62.851,3.831,4.636
uganda,2021,882.791717542504,4.43540859222412,62.705,3.422,4.603
uganda,2022,963.067314117178,,63.638,2.886,4.432
uganda,2023,1002.30913917142,,,2.787,4.372
united arab emirates,2015,43534.9972681733,,79.223,1.793,6.573
united arab emirates,2016,41326.4018161834,31.6900005340576,79.335,1.64,6.648
united arab emirates,2017,42340.5917145576,46.560001373291,79.504,2.462,6.774
united arab emirates,2018,45689.8570040215,47.2900009155273,79.627,2.236,6.825
united arab emirates,2019,44251.4541390148,46.6300010681152,79.726,2.331,6.79080009460449
united arab emirates,2020,37173.8754100281,,78.946,4.294,6.561
united arab emirates,2021,43360.0211014806,47.1800003051758,78.71,3.105,6.576
united arab emirates,2022,49899.0652978649,51.0699996948242,79.196,2.872,6.571
united arab emirates,2023,49040.6947525825,,,2.151,6.733
united kingdom,2015,44964.3911437292,25.1243190765381,80.9560975609756,5.517,6.725
united kingdom,2016,40985.2351382417,26.1183948516846,81.1560975609756,4.867,6.714
united kingdom,2017,40572.1214823783,33.9199981689453,81.2560975609756,4.452,6.814
united kingdom,2018,43203.8141057739,27.8820743560791,81.2560975609756,4.12,7.054
united kingdom,2019,42662.5353740311,29.0026969909668,81.4048780487805,3.613,7.16450023651123
united kingdom,2020,40201.6812422928,37.2799987792969,80.3512195121951,4.472,7.064
united kingdom,2021,46896.8662432834,39.5900001525879,80.7,4.826,6.943
united kingdom,2022,45935.9276473925,35.85205078125,82.0585365853659,3.73,6.796
united kingdom,2023,49463.8554617343,37.1295585632324,,3.984,6.749
united states,2015,57040.2082136605,32.5,78.690243902439,5.28,7.104
united states,2016,58206.6141931844,33.439998626709,78.5390243902439,4.869,6.993
united states,2017,60322.2614241747,32.0158805847168,78.5390243902439,4.355,6.886
united states,2018,63201.0458483771,34.9900016784668,78.6390243902439,3.896,6.892
united states,2019,65604.6815198734,36.0551528930664,78.7878048780488,3.669,6.93959999084473
united states,2020,64411.3731779373,37.5200004577637,76.9804878048781,8.055,6.951
united states,2021,71318.3073592183,35.0492286682129,76.3292682926829,5.349,6.977
united states,2022,78035.1753604212,37.6599998474121,77.4341463414634,3.65,6.894
united states,2023,82769.4122114216,38.5680274963379,,3.638,6.725
uruguay,2015,17125.9016800298,10.5,77.483,7.488,6.545
uruguay,2016,17009.7586944503,10.460000038147,77.571,7.841,6.454
uruguay,2017,19184.6626659717,11.3400001525879,77.625,7.89,6.379
uruguay,2018,19249.9401532664,11.4700002670288,77.611,8.336,6.293
uruguay,2019,18315.7352857194,11.8400001525879,77.508,8.836,6.44010019302368
uruguay,2020,15789.6857422214,,78.43,10.413,6.431
uruguay,2021,17888.211510172,,75.436,9.328,6.474
uruguay,2022,20691.9738991763,22.0100002288818,78.0,7.877,6.494
uruguay,2023,22797.8111731861,,,8.355,6.611
uzbekistan,2015,2803.19018021751,15.8000001907349,70.475,5.15,5.987
uzbekistan,2016,2753.37951427589,16.3199996948242,70.755,5.16,5.971
uzbekistan,2017,2190.60411562888,,71.01,5.83,6.096
uzbekistan,2018,1813.08530813664,16.2999992370605,71.149,5.389,6.174
uzbekistan,2019,2041.38480729431,16.4300003051758,71.344,4.932,6.25759983062744
uzbekistan,2020,1978.28051860763,,70.331,5.293,6.179
uzbekistan,2021,2258.51964119278,16.4500007629395,70.862,5.364,6.063
uzbekistan,2022,2578.66689394219,16.8500003814697,71.674,4.49,6.014
uzbekistan,2023,2849.51461071911,,,4.46,6.195
viet nam,2015,2577.56885340113,,73.876,1.848,5.061
viet nam,2016,2735.0604380416,,73.938,1.848,5.074
viet nam,2017,2956.10992127753,,73.963,1.874,5.103
viet nam,2018,3222.31003125366,,73.976,1.161,5.175
viet nam,2019,3440.90025375434,10.25,74.093,1.681,5.35349988937378
viet nam,2020,3534.03953482647,10.3575077056885,75.378,2.103,5.411
viet nam,2021,3704.1935590038,10.2703876495361,73.618,2.385,5.485
viet nam,2022,4116.38576094153,11.5200004577637,74.58,1.523,5.763
viet nam,2023,4282.08851724506,11.2206144332886,,1.645,6.043
zambia,2015,1295.87788680068,,61.208,5.942,4.795
zambia,2016,1239.08527877713,,61.794,5.239,4.514
zambia,2017,1483.46577328065,1.58607089519501,62.12,4.529,4.377
zambia,2018,1463.89997855593,1.8147200345993,62.342,5.033,4.107
zambia,2019,1258.98619844462,2.25983357429504,62.793,5.542,3.75939989089966
zambia,2020,951.644316655957,3.26121473312378,62.38,6.033,4.073
zambia,2021,1127.16077872857,2.3370246887207,61.223,5.199,3.76
zambia,2022,1447.12310138035,2.71212387084961,61.803,5.995,3.982
zambia,2023,1330.72780576709,,,5.905,3.502
zimbabwe,2015,1386.42284717709,6.95983982086182,59.591,5.377,4.193
zimbabwe,2016,1407.41536437554,,60.306,5.886,3.875
zimbabwe,2017,3448.08253696926,3.25,60.709,6.344,3.692
zimbabwe,2018,2271.8533351306,,61.414,6.793,3.663
zimbabwe,2019,1684.02790388182,5.70975017547607,61.292,7.373,3.2992000579834
zimbabwe,2020,1730.41348946953,,61.124,8.621,3.145
zimbabwe,2021,1724.38773104902,0.959930837154388,59.253,9.54,2.995
zimbabwe,2022,2040.55245910726,0.91387802362442,59.391,10.087,3.204
zimbabwe,2023,2156.0340040333,,,8.759,3.341
