Country,Year,GDP_per_capita,Education_Attainment,Life_Expectancy,Unemployment_Rate,Happiness Score,Life_Expectancy_2024_Missing
afghanistan,2015,565.569730408751,,62.659,9.052,3.36,False
afghanistan,2016,522.082215583898,,63.136,10.133,3.794,False
afghanistan,2017,525.469770891619,5.26141691207886,63.016,11.184,3.632,False
afghanistan,2018,491.337221382603,,63.081,11.196,3.203,False
afghanistan,2019,496.6025042585,,63.565,11.185,2.56690001487732,False
afghanistan,2020,510.787063366811,4.32343006134033,62.575,11.71,2.523,False
afghanistan,2021,356.496214115892,3.0699999332428,61.982,11.994,2.404,False
afghanistan,2022,357.261152798144,3.98425006866455,62.879,14.1,1.859,False
afghanistan,2023,415.707417059086,,,13.991,1.721,True
albania,2015,3952.80357364813,14.8080072402954,78.644,17.193,4.655,False
albania,2016,4124.05538986272,14.3157796859741,78.86,15.418,4.644,False
albania,2017,4531.03220675893,16.1501998901367,79.047,13.616,4.586,False
albania,2018,5365.48934672897,16.4676494598389,79.184,12.304,4.719,False
albania,2019,5460.42823730592,17.3219871520996,79.282,11.466,4.88269996643066,False
albania,2020,5370.77862312929,,76.989,11.69,5.117,False
albania,2021,6413.28328605026,18.2029342651367,76.463,11.474,5.199,False
albania,2022,6846.42614266044,19.834644317627,76.833,10.137,5.277,False
albania,2023,8575.17113446213,,,10.108,5.304,True
algeria,2015,4685.05902729002,,75.622,11.206,6.355,False
algeria,2016,4424.98529027556,,75.732,10.202,5.872,False
algeria,2017,4554.66753957828,,75.743,12.0,5.295,False
algeria,2018,4577.21029180491,,76.066,12.137,5.211,False
algeria,2019,4468.45341883656,11.4359302520752,76.474,12.259,5.00509977340698,False
algeria,2020,3743.5419522929,,74.453,14.057,4.887,False
algeria,2021,4160.55926736925,,76.377,13.63,5.122,False
algeria,2022,4961.55257664733,,77.129,12.346,5.329,False
algeria,2023,5364.02795022731,,,11.701,5.364,True
angola,2015,3213.90261080059,1.99752998352051,60.655,16.49,3.866,False
angola,2016,1807.95294072643,,61.092,16.575,3.795,False
angola,2017,2437.25971190821,,61.68,16.61,3.795,False
armenia,2015,3512.39350276709,27.3099994659424,74.436,18.261,4.36,False
armenia,2016,3524.42476874707,24.1347694396973,74.664,17.617,4.376,False
armenia,2017,3869.05373867752,24.3799991607666,74.906,17.704,4.321,False
armenia,2018,4196.00562301769,24.2692451477051,75.064,18.966,4.559,False
armenia,2019,4597.22887399548,27.4885902404785,75.439,18.304,4.67679977416992,False
armenia,2020,4268.68093304583,24.2099990844727,72.173,18.175,5.283,False
armenia,2021,4685.17997128509,28.5798759460449,72.043,15.469,5.399,False
armenia,2022,6571.97445545099,28.2912654876709,73.372,13.379,5.342,False
armenia,2023,8053.01066312345,,,13.245,5.455,True
australia,2015,56739.0265346593,29.7800006866455,82.4,6.055,7.313,False
australia,2016,49888.0410842736,30.0300006866455,82.4487804878049,5.711,7.284,False
australia,2017,53901.7145392154,31.3899993896484,82.5,5.592,7.272,False
australia,2018,57196.4220783778,31.75,82.7487804878049,5.3,7.228,False
australia,2019,54972.7017885437,33.0900001525879,82.9,5.159,7.22279977798462,False
australia,2020,51791.540179984,35.0200004577637,83.2,6.456,7.183,False
australia,2021,60607.7788605166,35.9599990844727,83.3,5.116,7.162,False
australia,2022,64997.0136536475,36.8400001525879,83.2,3.728,7.095,False
australia,2023,64820.9117890026,35.764835357666,,3.668,7.057,True
austria,2015,43915.228020857,13.0799999237061,81.190243902439,5.802,7.119,False
austria,2016,45061.4993920192,13.460000038147,81.6414634146342,6.064,7.006,False
austria,2017,47163.7425775142,14.25,81.6439024390244,5.561,7.139,False
austria,2018,51194.0749841299,14.7956075668335,81.6926829268293,4.933,7.246,False
austria,2019,49885.9947355204,15.3599996566772,81.8951219512195,4.56,7.29419994354248,False
austria,2020,48716.4098900349,15.9696025848389,81.1926829268293,5.201,7.268,False
austria,2021,53648.7190742245,16.605094909668,81.190243902439,6.459,7.163,False
austria,2022,52176.6649141178,,81.0926829268293,4.992,7.097,False
austria,2023,56033.573792065,,81.6,5.264,6.905,False
azerbaijan,2015,5500.50364628486,15.6899995803833,71.451,4.96,5.291,False
azerbaijan,2016,3880.6852276838,15.7399997711182,72.004,5.0,5.234,False
azerbaijan,2017,4147.1981423222,15.7200002670288,72.248,5.0,5.201,False
azerbaijan,2018,4739.7943123408,15.7299995422363,72.76,4.9,5.208,False
azerbaijan,2019,4805.75371765917,15.7200002670288,73.102,5.0,5.16480016708374,False
azerbaijan,2020,4229.91064904503,,66.868,7.24,5.171,False
azerbaijan,2021,5408.04535175023,16.2499160766602,69.366,6.04,5.173,False
azerbaijan,2023,7125.90858368611,17.6700000762939,,5.636,4.893,True
bahrain,2015,23734.0551143019,,79.405,1.16,6.218,False
bahrain,2016,23800.001440631,14.2799997329712,79.557,1.192,6.087,False
bahrain,2017,24784.7693514607,14.3400001525879,79.689,1.194,6.105,False
bahrain,2018,26324.4066549559,21.6100006103516,79.857,1.2,6.199,False
bahrain,2019,27259.7438599327,,80.019,1.223,6.22730016708374,False
bahrain,2020,24342.8444554718,23.3299999237061,79.174,1.781,6.647,False
bahrain,2021,27147.8083882286,,78.76,1.541,6.647,False
bahrain,2022,30616.2610677495,29.7800006866455,79.246,1.326,6.173,False
bahrain,2023,29218.8605634137,29.5799999237061,,1.154,5.959,True
bangladesh,2015,1224.38647668165,8.23999977111816,70.491,4.396,4.643,False
bangladesh,2016,1649.28380858601,8.51000022888184,71.09,4.35,4.608,False
bangladesh,2017,1811.08221668646,8.97999954223633,71.788,4.372,4.5,False
bangladesh,2018,1965.24372731467,9.35999965667725,72.567,4.407,4.456,False
bangladesh,2019,2129.79896954606,9.76000022888184,72.806,4.441,4.83279991149902,False
bangladesh,2020,2248.85078828233,,71.968,5.436,5.025,False
bangladesh,2021,2482.84917843357,9.78999996185303,72.381,5.327,5.155,False
bangladesh,2022,2716.48592677835,7.57236766815186,73.698,4.593,4.282,False
bangladesh,2023,2551.01772674142,,,4.454,3.886,True
belarus,2015,5967.06856034227,,73.6243902439025,5.881,5.802,False
belarus,2016,5039.77560949445,,73.8268292682927,5.844,5.569,False
belarus,2017,5785.53397723676,,74.1292682926829,5.648,5.483,False
belarus,2018,6360.05310087258,,74.1756097560976,4.763,5.323,False
belarus,2019,6837.76832136779,28.2999992370605,74.2268292682927,4.165,5.5398998260498,False
belarus,2020,6542.8645398436,,72.4572195121951,4.049,5.534,False
belarus,2021,7489.71894713888,,72.3706829268293,3.9,5.821,False
belgium,2015,40893.804537772,31.7099990844727,80.9926829268293,8.482,6.929,False
belgium,2016,41854.5498296444,32.1699981689453,81.4390243902439,7.83,6.891,False
belgium,2017,44035.3239358548,34.689998626709,81.4926829268293,7.09,6.927,False
belgium,2018,47487.2100392561,35.2702827453613,81.5951219512195,5.941,6.923,False
belgium,2019,46716.6227467964,35.2999992370605,81.9951219512195,5.364,6.86350011825562,False
belgium,2020,45906.2875805246,36.6534843444824,80.6951219512195,5.545,6.834,False
belgium,2021,51655.7883303715,38.5315399169922,81.790243902439,6.248,6.805,False
belgium,2022,50807.2047084918,39.385196685791,81.6975609756098,5.57,6.859,False
belgium,2023,54700.9093236712,,82.5,5.528,6.894,False
belize,2015,6154.49593498217,2.56925010681152,73.187,7.578,5.956,False
belize,2016,6142.49873185177,,73.399,7.0,5.956,False
belize,2017,6072.58267640581,,73.562,6.596,5.956,False
benin,2015,1002.41886882564,,59.377,1.82,3.484,False
benin,2016,1010.53389609187,,59.539,1.784,3.657,False
benin,2017,1054.97408141687,2.53311991691589,59.856,1.659,4.141,False
benin,2018,1151.74096952152,0.0,60.14,1.41,4.883,False
benin,2019,1130.82135304977,3.54480004310608,60.454,1.214,5.21600008010864,False
benin,2020,1197.50136428063,,60.088,1.502,5.045,False
benin,2021,1318.83497843483,3.06135010719299,59.821,1.779,4.623,False
benin,2022,1264.70765976655,4.79155015945435,59.954,1.685,4.374,False
benin,2023,1394.37330217623,,,1.657,4.377,True
bhutan,2015,2954.04081973327,,70.343,2.45,5.196,False
bhutan,2016,3152.30905081592,,70.602,2.705,5.011,False
bhutan,2017,3435.28804814561,10.1999998092651,70.847,3.016,5.082,False
bhutan,2018,3400.20417159422,,71.129,3.35,5.082,False
bolivia,2015,2996.01289804214,22.3299999237061,67.318,3.111,5.822,False
bolivia,2016,3035.8734778704,13.4819030761719,67.628,3.498,5.823,False
bolivia,2017,3306.30301176558,14.1513919830322,67.701,3.655,5.752,False
bolivia,2018,3500.72642189371,14.3088550567627,67.748,3.519,5.779,False
bolivia,2019,3503.8960106182,24.7000007629395,67.841,3.682,5.74749994277954,False
bolivia,2020,3099.94219044572,26.8199996948242,64.467,7.903,5.716,False
bolivia,2021,3384.84486479247,16.2906856536865,63.63,5.089,5.6,False
bolivia,2022,3643.92826968677,16.893159866333,64.928,3.552,5.684,False
bolivia,2023,3686.27996490544,17.8769969940186,,3.024,5.784,True
bosnia and herzegovina,2015,4662.25883724069,7.55000019073486,76.182,27.695,5.163,False
bosnia and herzegovina,2016,4928.5665251728,8.38000011444092,76.808,25.408,5.182,False
bosnia and herzegovina,2017,5345.01985489192,7.18639755249023,76.935,20.527,5.129,False
bosnia and herzegovina,2018,6047.84584261133,7.75,77.093,18.4,5.386,False
bosnia and herzegovina,2019,6122.3753450882,6.99687480926514,77.241,15.692,5.67409992218018,False
bosnia and herzegovina,2020,6130.31133245161,10.5900001525879,76.225,15.868,5.813,False
bosnia and herzegovina,2021,7295.3438240957,11.7022619247437,75.3,14.897,5.768,False
bosnia and herzegovina,2022,7655.59421024383,12.289999961853,75.293,12.657,5.633,False
bosnia and herzegovina,2023,8638.66620201187,11.276029586792,,10.668,5.877,True
botswana,2015,6141.20394726616,,63.818,18.93,3.974,False
botswana,2016,6749.05994339013,,65.464,19.329,3.766,False
botswana,2017,7104.96401088027,,66.753,19.664,3.59,False
botswana,2018,7407.95940141786,,65.422,19.681,3.488,False
botswana,2019,7172.08956480028,8.1895227432251,65.464,20.094,3.47889995574951,False
botswana,2020,6323.31419156209,8.33574199676514,65.647,21.017,3.467,False
botswana,2021,7808.20623956293,8.84055423736572,61.141,23.106,3.471,False
botswana,2022,8329.04032229144,9.51717185974121,65.913,23.615,3.435,False
botswana,2023,7820.23240375076,9.64603805541992,,23.381,3.383,True
brazil,2015,8936.19661756825,,74.332,8.538,6.952,False
brazil,2016,8836.28652636996,15.3500003814697,74.442,11.58,6.635,False
brazil,2017,10080.5092817775,15.7299995422363,74.827,12.792,6.419,False
brazil,2018,9300.66164936497,16.5400009155273,75.109,12.329,6.3,False
brazil,2019,9029.83326742175,,75.338,11.936,6.37559986114502,False
brazil,2020,7074.19378281866,,74.009,13.697,6.33,False
brazil,2021,7972.53665048385,,72.75,13.158,6.293,False
brazil,2022,9281.33334441234,,73.425,9.231,6.125,False
brazil,2023,10294.866680778,,,7.947,6.272,True
bulgaria,2015,7078.86032298969,24.4699993133545,74.6146341463415,9.143,4.217,False
bulgaria,2016,7570.93165511708,24.6299991607666,74.8121951219512,7.575,4.714,False
bulgaria,2017,8381.88134621669,24.7099990844727,74.8146341463415,6.164,4.933,False
bulgaria,2018,9436.14479876055,25.113618850708,74.9634146341464,5.211,5.011,False
bulgaria,2019,9838.60058985384,25.1552085876465,75.1121951219512,4.23,5.10150003433228,False
bulgaria,2020,10198.5388313404,26.0499992370605,73.6585365853659,5.125,5.266,False
bulgaria,2021,12274.0775950496,26.2697563171387,71.4634146341463,5.267,5.371,False
bulgaria,2022,13644.201582807,26.3977317810059,74.3609756097561,4.268,5.466,False
bulgaria,2023,15885.5391311331,,75.8,4.319,5.463,False
burkina faso,2015,630.124750752312,,58.845,4.461,3.739,False
burkina faso,2016,663.742364842886,,59.326,4.587,4.032,False
burkina faso,2017,709.091535894695,,59.536,4.656,4.424,False
burkina faso,2018,777.465618514048,2.15000009536743,60.047,4.695,4.587,False
burkina faso,2019,764.853077774946,2.11959004402161,60.039,4.71,4.76870012283325,False
burkina faso,2020,825.237038782475,,59.731,5.04,4.834,False
burkina faso,2021,895.535288442991,2.40341997146606,59.27,5.2,4.67,False
burkina faso,2022,836.118304593682,1.9884124994278,59.766,5.389,4.638,False
burkina faso,2023,882.689810086163,2.29087615013123,,5.348,4.548,True
burundi,2015,280.966831311923,,60.217,1.442,2.905,False
burundi,2016,235.286205393908,,60.793,1.347,2.905,False
burundi,2017,236.694472592753,0.910000026226044,61.553,1.247,2.905,False
burundi,2018,224.89939239264,,61.688,1.146,3.775,False
burundi,2019,210.236494521532,,62.351,1.043,3.77530002593994,False
burundi,2020,210.008139902508,,61.566,1.03,3.775,False
cambodia,2015,1547.32010444393,5.04369831085205,69.873,0.393,3.907,False
cambodia,2016,1675.19555711109,6.24475765228271,70.224,0.716,4.168,False
cambodia,2017,1826.35391688754,4.92364501953125,70.515,0.141,4.433,False
cambodia,2018,2036.67377566578,,70.561,0.13,4.7,False
cambodia,2019,2225.87705485686,0.114589996635914,70.692,0.119,4.8484001159668,False
cambodia,2020,2081.73914242939,5.9446907043457,70.416,0.172,4.83,False
cambodia,2021,2167.40324198499,4.56162977218628,69.584,0.396,4.64,False
cambodia,2022,2325.03050040841,,69.896,0.231,4.393,False
cambodia,2023,2429.74853452838,,,0.225,4.341,True
cameroon,2015,1415.00009710569,,59.658,3.518,4.513,False
cameroon,2016,1441.7201725688,,60.233,3.528,4.695,False
cameroon,2017,1496.08951771242,,60.81,3.568,4.975,False
cameroon,2018,1610.69641591017,6.42238998413086,61.18,3.601,5.044,False
cameroon,2019,1555.22660476477,,61.584,3.622,5.08489990234375,False
cameroon,2020,1555.60370660749,,60.833,3.87,5.142,False
cameroon,2021,1672.32657340872,,60.333,3.973,5.048,False
cameroon,2022,1604.87726954895,,60.958,3.653,4.973,False
cameroon,2023,1736.86091073524,,,3.613,4.874,True
canada,2015,43594.1941045394,26.577808380127,81.8156097560976,6.945,7.404,False
canada,2016,42314.0615817218,25.75,81.9248780487805,7.038,7.316,False
canada,2017,45129.628116623,27.9425659179688,81.8329268292683,6.426,7.328,False
canada,2018,46539.1761570405,28.5200099945068,81.8439024390244,5.837,7.278,False
canada,2019,46352.8693445211,29.7712154388428,82.2239024390244,5.69,7.23210000991821,False
canada,2020,43537.839298904,30.970832824707,81.6604878048781,9.657,7.103,False
canada,2021,52496.8441693242,29.3299999237061,81.5870731707317,7.527,7.025,False
canada,2022,55509.393176404,32.3500862121582,81.2956097560976,5.279,6.961,False
canada,2023,53431.1857063879,32.88818359375,,5.415,6.9,True
central african republic,2016,387.176203444318,,53.46,5.491,2.693,False
central african republic,2017,432.324025684263,,53.721,5.534,3.083,False
central african republic,2018,455.243962859534,,54.369,5.517,3.083,False
central african republic,2019,449.228467602439,1.81203997135162,55.025,5.607,3.47589993476868,False
chad,2015,747.588448455507,,51.589,0.974,3.763,False
chad,2016,668.078636142918,,52.083,1.047,3.936,False
chad,2017,640.117048532702,,52.308,1.116,4.301,False
chad,2018,695.642393675941,2.73194313049316,52.825,1.135,4.35,False
chad,2019,678.142035723965,1.75650000572205,53.259,1.084,4.42269992828369,False
chad,2020,622.095543396442,,52.777,1.707,4.355,False
chad,2021,660.747192555507,,52.525,1.548,4.251,False
chad,2022,671.720147647873,,52.997,1.096,4.397,False
chad,2023,680.639877912029,,,1.074,4.471,True
chile,2015,13433.9202985339,13.1000003814697,79.746,6.313,6.705,False
chile,2016,13649.8520455553,13.9364814758301,80.079,6.673,6.652,False
chile,2017,14879.9086230423,14.6400003433228,80.35,7.257,6.476,False
chile,2018,15659.4808675628,15.5733489990234,80.133,7.623,6.444,False
chile,2019,14495.716721687,15.9265537261963,80.326,7.493,6.22849988937378,False
chile,2020,13114.815470545,19.1351909637451,79.377,10.934,6.172,False
chile,2021,16216.5706467899,19.6066036224365,78.944,9.281,6.172,False
chile,2022,15451.1319576678,20.2825660705566,79.519,8.249,6.334,False
chile,2023,17067.8136150601,21.5449905395508,81.4,9.013,6.36,False
china,2015,8016.44559489998,,76.977,4.65,5.245,False
china,2016,8094.39016735149,,77.218,4.56,5.273,False
china,2017,8817.04560829162,,77.248,4.47,5.246,False
china,2018,9905.40638304527,,77.744,4.31,5.191,False
china,2019,10143.8602206165,,77.968,4.56,5.12389993667603,False
china,2020,10408.7195541075,7.67999982833862,78.077,5.0,5.339,False
china,2021,12617.5051041181,,78.211,4.55,5.585,False
china,2022,12662.5826712038,,78.587,4.98,5.818,False
china,2023,12614.0617416421,,,4.67,5.973,True
colombia,2015,6248.51490534512,10.3000001907349,76.257,8.572,6.481,False
colombia,2016,5959.84250367574,10.8999996185303,76.471,8.922,6.357,False
colombia,2017,6479.53231292429,,76.646,9.086,6.26,False
colombia,2018,6816.96818309544,11.7600002288818,76.748,9.36,6.125,False
colombia,2019,6472.54544924705,12.0699996948242,76.752,10.28,6.16340017318726,False
colombia,2020,5339.68711357943,12.8500003814697,74.769,15.983,6.012,False
colombia,2021,6222.62164397614,,72.83,13.898,5.781,False
colombia,2022,6674.59601948063,16.20046043396,73.659,10.547,5.63,False
colombia,2023,6947.35928681966,16.4727363586426,,9.594,5.695,True
comoros,2015,1329.37048235986,,62.896,4.121,3.956,False
comoros,2018,1540.71132257526,,63.912,3.942,3.973,False
comoros,2019,1519.26386436068,,64.068,3.934,4.28859996795654,False
comoros,2020,1527.16991011916,,64.166,4.471,4.289,False
comoros,2021,1584.12450153608,3.31192517280579,63.417,4.394,4.609,False
comoros,2022,1489.49566257969,14.056170463562,63.68,3.816,3.545,False
comoros,2023,1590.31237688317,,,3.776,3.566,True
"congo, dem. rep.",2015,467.9145805459,,58.49,4.439,4.254,False
"congo, dem. rep.",2016,442.310472110228,3.48000001907349,59.066,4.521,4.285500000000001,False
"congo, dem. rep.",2017,436.584534687385,,59.411,4.601,4.402,False
"congo, dem. rep.",2018,528.256019777898,7.4141697883606,59.942,4.618,4.615,False
"congo, dem. rep.",2019,557.044161335917,,60.276,4.591,4.752699851989745,False
"congo, dem. rep.",2020,507.521230077872,,59.739,5.345,5.342,False
"congo, dem. rep.",2021,558.034077296358,,59.193,5.28,5.075,False
"congo, dem. rep.",2022,642.612265820033,,59.743,4.522,4.237,False
"congo, dem. rep.",2023,627.502181690836,,,4.484,4.258,True
costa rica,2015,11714.7105980732,21.2999992370605,79.086,8.415,7.087,False
costa rica,2016,12091.0301606154,20.6299991607666,79.459,8.085,7.079,False
costa rica,2017,12317.0902771304,,79.377,7.729,7.072,False
costa rica,2018,12590.2493781614,21.3099994659424,79.484,9.01,7.167,False
costa rica,2019,12884.6859951989,,79.427,10.807,7.12139987945557,False
costa rica,2020,12394.0493969492,21.6100006103516,79.277,16.432,7.069,False
costa rica,2021,12838.1185358931,,77.023,15.139,6.582,False
costa rica,2022,13625.9008491328,,77.32,11.325,6.609,False
costa rica,2023,16942.0268119375,,81.0,8.325,6.955,False
cote d'ivoire,2015,1814.71855088017,,57.762,2.579,3.916,False
cote d'ivoire,2016,1862.59597081287,3.45458006858826,58.06,1.896,4.18,False
cote d'ivoire,2017,1964.29930338343,,58.48,3.272,4.671,False
cote d'ivoire,2018,2130.86619381144,,58.849,2.85,4.944,False
cote d'ivoire,2019,2141.76836170115,5.22612524032593,59.319,2.401,5.23330020904541,False
cote d'ivoire,2020,2179.72934832935,,59.032,2.584,5.306,False
cote d'ivoire,2021,2455.98127641148,4.98000001907349,58.598,2.63,5.235,False
cote d'ivoire,2022,2308.70654660366,4.76513671875,58.916,2.306,5.053,False
cote d'ivoire,2023,2530.84659301723,,,2.27,5.08,True
croatia,2015,12285.3032582105,15.3868761062622,77.2756097560976,16.175,5.488,False
croatia,2016,12821.1738140304,16.0571804046631,78.0219512195122,13.103,5.293,False
croatia,2017,13902.6310485422,16.9888916015625,77.8268292682927,11.208,5.321,False
croatia,2018,15460.4183295843,18.0253562927246,78.0707317073171,8.432,5.432,False
croatia,2019,15563.8167397199,18.0067329406738,78.4243902439025,6.617,5.50470018386841,False
croatia,2020,14808.4620188819,18.9136714935303,77.7243902439024,7.507,5.882,False
croatia,2021,17789.9304736722,18.9514045715332,76.4243902439025,7.608,6.125,False
croatia,2022,18466.0955472648,19.0439777374268,77.5756097560976,6.96,6.125,False
croatia,2023,21865.4562838641,,78.6,6.086,5.942,False
cyprus,2015,23487.228515625,25.5499992370605,80.966,15.026,5.6585,False
cyprus,2016,24715.154296875,26.6200008392334,81.056,13.006,5.7155000000000005,False
cyprus,2017,26696.990234375,27.1771392822266,81.328,11.155,5.7985,False
cyprus,2018,29599.986328125,28.5599994659424,81.382,8.504,5.882,False
cyprus,2019,29703.052734375,28.8715553283691,81.397,7.155,5.84724998474121,False
cyprus,2020,28649.015625,29.7999992370605,81.391,7.755,5.8795,False
cyprus,2021,33734.29296875,31.7849750518799,81.203,7.513,5.843999999999999,False
cyprus,2022,33938.9453125,33.1645622253418,81.889,6.806,6.13,False
cyprus,2023,36551.41796875,,,6.098,6.068,True
czechia,2015,17931.5987670768,19.3400001525879,78.5780487804878,5.048,6.596,False
czechia,2016,18753.9686718096,20.0799999237061,79.0268292682927,3.952,6.609,False
czechia,2017,20913.197632212,20.7299995422363,78.9780487804878,2.893,6.711,False
czechia,2018,23705.9329811299,21.0019187927246,79.0292682926829,2.246,6.852,False
czechia,2019,24062.7190013343,20.9099998474121,79.2292682926829,2.015,6.9109001159668,False
czechia,2020,23472.8915454417,21.3851680755615,78.1756097560976,2.55,6.965,False
czechia,2021,27696.4619527544,22.8479957580566,77.2219512195122,2.803,6.92,False
czechia,2022,28282.2236715857,20.9734058380127,79.0292682926829,2.224,6.845,False
czechia,2023,31591.1770732969,,80.0,2.579,6.822,False
denmark,2015,53094.0133607574,30.3799991607666,80.7024390243902,6.278,7.526,False
denmark,2016,54500.9260410217,30.9799995422363,80.8536585365854,5.989,7.522,False
denmark,2017,57521.5514992225,29.7281112670898,81.1024390243903,5.833,7.555,False
